source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[material type]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	assay name	technology type	comment[technical replicate]	comment[sample preparation batch]	comment[proteomics data acquisition method]	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[label]	comment[carrier channel]	comment[reference channel]	comment[instrument]	comment[cleavage agent details]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[facs nozzle size]	comment[facs sorting mode]	comment[microfluidics chip type]	comment[lcm microscope model]	comment[nanopots chip version]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_50	Homo sapiens	Cell culture	not available	Cell culture	HeLa	cell	single cell	cellenONE	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_50	1	51	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_50	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_50.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049181/20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_50.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	96 eV	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_iPSCs_1Cellc_3	Homo sapiens	Cell culture	not available	Cell culture	HeLa	cell	single cell	cellenONE	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_iPSCs_1Cellc_3	1	52	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_iPSCs_1Cellc_3	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_iPSCs_1Cellc_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049181/20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_iPSCs_1Cellc_3.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	96 eV	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_iPSCs_1Cellc_6	Homo sapiens	Cell culture	not available	Cell culture	HeLa	cell	single cell	cellenONE	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_iPSCs_1Cellc_6	1	53	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_iPSCs_1Cellc_6	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_iPSCs_1Cellc_6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049181/20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_iPSCs_1Cellc_6.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	96 eV	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_9	Homo sapiens	Cell culture	not available	Cell culture	HeLa	cell	single cell	cellenONE	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_9	1	54	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_9	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049181/20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_9.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	96 eV	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_20Cellc_4	Homo sapiens	Cell culture	not available	Cell culture	HeLa	cell	pooled	cellenONE	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_20Cellc_4	20	55	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_20Cellc_4	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_20Cellc_4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049181/20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_20Cellc_4.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	96 eV	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_92	Homo sapiens	Cell culture	not available	Cell culture	HeLa	cell	single cell	cellenONE	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_92	1	56	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_92	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_92.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049181/20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_92.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	96 eV	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_5	Homo sapiens	Cell culture	not available	Cell culture	HeLa	cell	single cell	cellenONE	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_5	1	57	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_5	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049181/20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_5.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	96 eV	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_68	Homo sapiens	Cell culture	not available	Cell culture	HeLa	cell	single cell	cellenONE	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_68	1	58	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_68	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_68.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049181/20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_68.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	96 eV	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_iPSCs_1Cellc_4	Homo sapiens	Cell culture	not available	Cell culture	HeLa	cell	single cell	cellenONE	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_iPSCs_1Cellc_4	1	59	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_iPSCs_1Cellc_4	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_iPSCs_1Cellc_4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049181/20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_iPSCs_1Cellc_4.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	96 eV	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_89	Homo sapiens	Cell culture	not available	Cell culture	HeLa	cell	single cell	cellenONE	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_89	1	60	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_89	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_89.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049181/20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_89.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	96 eV	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_iPSCs_1Cellc_2	Homo sapiens	Cell culture	not available	Cell culture	HeLa	cell	single cell	cellenONE	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_iPSCs_1Cellc_2	1	61	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_iPSCs_1Cellc_2	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_iPSCs_1Cellc_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049181/20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_iPSCs_1Cellc_2.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	96 eV	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_95	Homo sapiens	Cell culture	not available	Cell culture	HeLa	cell	single cell	cellenONE	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_95	1	62	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_95	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_95.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049181/20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_95.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	96 eV	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_38	Homo sapiens	Cell culture	not available	Cell culture	HeLa	cell	single cell	cellenONE	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_38	1	63	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_38	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_38.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049181/20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_38.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	96 eV	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_46	Homo sapiens	Cell culture	not available	Cell culture	HeLa	cell	single cell	cellenONE	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_46	1	64	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_46	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_46.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049181/20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_46.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	96 eV	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_65	Homo sapiens	Cell culture	not available	Cell culture	HeLa	cell	single cell	cellenONE	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_65	1	65	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_65	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_65.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049181/20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_65.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	96 eV	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_61	Homo sapiens	Cell culture	not available	Cell culture	HeLa	cell	single cell	cellenONE	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_61	1	66	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_61	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_61.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049181/20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_61.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	96 eV	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_59	Homo sapiens	Cell culture	not available	Cell culture	HeLa	cell	single cell	cellenONE	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_59	1	67	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_59	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_59.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049181/20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_59.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	96 eV	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_iPSCs_20Cellc_1	Homo sapiens	Cell culture	not available	Cell culture	HeLa	cell	pooled	cellenONE	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_iPSCs_20Cellc_1	20	68	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_iPSCs_20Cellc_1	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_iPSCs_20Cellc_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049181/20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_iPSCs_20Cellc_1.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	96 eV	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_iPSCs_1Cellc_9	Homo sapiens	Cell culture	not available	Cell culture	HeLa	cell	single cell	cellenONE	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_iPSCs_1Cellc_9	1	69	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_iPSCs_1Cellc_9	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_iPSCs_1Cellc_9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049181/20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_iPSCs_1Cellc_9.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	96 eV	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_3	Homo sapiens	Cell culture	not available	Cell culture	HeLa	cell	single cell	cellenONE	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_3	1	70	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_3	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049181/20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_3.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	96 eV	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
