source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[individual]	characteristics[ancestry category]	characteristics[cell type]	characteristics[material type]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	assay name	technology type	comment[technical replicate]	comment[sample preparation batch]	comment[proteomics data acquisition method]	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[label]	comment[carrier channel]	comment[reference channel]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[facs nozzle size]	comment[facs sorting mode]	comment[microfluidics chip type]	comment[lcm microscope model]	comment[nanopots chip version]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
Evosep_WLBSC3_239_062424	Homo sapiens	Brain	not available	not available	not available	not available	not available	not available	not available	tissue	single cell	FACS	Evosep_WLBSC3_239_062424	1	879	Evosep_WLBSC3_239_062424	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	Evosep_WLBSC3_239_062424.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/12/PXD071075/Evosep_WLBSC3_239_062424.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=CID;AC=MS:1000133	5% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
Evosep_WLBSC3_84_061624	Homo sapiens	Brain	not available	not available	not available	not available	not available	not available	not available	tissue	single cell	FACS	Evosep_WLBSC3_84_061624	1	880	Evosep_WLBSC3_84_061624	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	Evosep_WLBSC3_84_061624.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/12/PXD071075/Evosep_WLBSC3_84_061624.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=CID;AC=MS:1000133	5% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
Evosep_WLBSC_464_030124	Homo sapiens	Brain	not available	not available	not available	not available	not available	not available	not available	tissue	single cell	FACS	Evosep_WLBSC_464_030124	1	881	Evosep_WLBSC_464_030124	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	Evosep_WLBSC_464_030124.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/12/PXD071075/Evosep_WLBSC_464_030124.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=CID;AC=MS:1000133	5% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
Evosep_WLBSC3_688_071224	Homo sapiens	Brain	not available	not available	not available	not available	not available	not available	not available	tissue	single cell	FACS	Evosep_WLBSC3_688_071224	1	882	Evosep_WLBSC3_688_071224	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	Evosep_WLBSC3_688_071224.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/12/PXD071075/Evosep_WLBSC3_688_071224.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=CID;AC=MS:1000133	5% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
Evosep_WLBSC3_253_062424	Homo sapiens	Brain	not available	not available	not available	not available	not available	not available	not available	tissue	single cell	FACS	Evosep_WLBSC3_253_062424	1	883	Evosep_WLBSC3_253_062424	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	Evosep_WLBSC3_253_062424.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/12/PXD071075/Evosep_WLBSC3_253_062424.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=CID;AC=MS:1000133	5% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
Evosep_WLBSC2_20_032324	Homo sapiens	Brain	not available	not available	not available	not available	not available	not available	not available	tissue	single cell	FACS	Evosep_WLBSC2_20_032324	1	884	Evosep_WLBSC2_20_032324	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	Evosep_WLBSC2_20_032324.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/12/PXD071075/Evosep_WLBSC2_20_032324.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=CID;AC=MS:1000133	5% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
Evosep_WLBSC3_510_070524	Homo sapiens	Brain	not available	not available	not available	not available	not available	not available	not available	tissue	single cell	FACS	Evosep_WLBSC3_510_070524	1	885	Evosep_WLBSC3_510_070524	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	Evosep_WLBSC3_510_070524.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/12/PXD071075/Evosep_WLBSC3_510_070524.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=CID;AC=MS:1000133	5% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
Evosep_WLBSC2_28_032324	Homo sapiens	Brain	not available	not available	not available	not available	not available	not available	not available	tissue	single cell	FACS	Evosep_WLBSC2_28_032324	1	886	Evosep_WLBSC2_28_032324	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	Evosep_WLBSC2_28_032324.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/12/PXD071075/Evosep_WLBSC2_28_032324.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=CID;AC=MS:1000133	5% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
Evosep_WLBSC_999_031724	Homo sapiens	Brain	not available	not available	not available	not available	not available	not available	not available	tissue	single cell	FACS	Evosep_WLBSC_999_031724	1	887	Evosep_WLBSC_999_031724	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	Evosep_WLBSC_999_031724.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/12/PXD071075/Evosep_WLBSC_999_031724.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=CID;AC=MS:1000133	5% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
Evosep_WLBSC_593_030424	Homo sapiens	Brain	not available	not available	not available	not available	not available	not available	not available	tissue	single cell	FACS	Evosep_WLBSC_593_030424	1	888	Evosep_WLBSC_593_030424	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	Evosep_WLBSC_593_030424.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/12/PXD071075/Evosep_WLBSC_593_030424.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=CID;AC=MS:1000133	5% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
Evosep_WLBSC2_282_040124	Homo sapiens	Brain	not available	not available	not available	not available	not available	not available	not available	tissue	single cell	FACS	Evosep_WLBSC2_282_040124	1	889	Evosep_WLBSC2_282_040124	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	Evosep_WLBSC2_282_040124.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/12/PXD071075/Evosep_WLBSC2_282_040124.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=CID;AC=MS:1000133	5% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
Evosep_WLBSC_1000_031724	Homo sapiens	Brain	not available	not available	not available	not available	not available	not available	not available	tissue	single cell	FACS	Evosep_WLBSC_1000_031724	1	890	Evosep_WLBSC_1000_031724	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	Evosep_WLBSC_1000_031724.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/12/PXD071075/Evosep_WLBSC_1000_031724.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=CID;AC=MS:1000133	5% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
Evosep_WLBSC_123_020124	Homo sapiens	Brain	not available	not available	not available	not available	not available	not available	not available	tissue	single cell	FACS	Evosep_WLBSC_123_020124	1	891	Evosep_WLBSC_123_020124	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	Evosep_WLBSC_123_020124.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/12/PXD071075/Evosep_WLBSC_123_020124.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=CID;AC=MS:1000133	5% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
Evosep_WLBSC3_690_071224	Homo sapiens	Brain	not available	not available	not available	not available	not available	not available	not available	tissue	single cell	FACS	Evosep_WLBSC3_690_071224	1	892	Evosep_WLBSC3_690_071224	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	Evosep_WLBSC3_690_071224.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/12/PXD071075/Evosep_WLBSC3_690_071224.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=CID;AC=MS:1000133	5% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
Evosep_WLBSC3_456_063024	Homo sapiens	Brain	not available	not available	not available	not available	not available	not available	not available	tissue	single cell	FACS	Evosep_WLBSC3_456_063024	1	893	Evosep_WLBSC3_456_063024	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	Evosep_WLBSC3_456_063024.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/12/PXD071075/Evosep_WLBSC3_456_063024.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=CID;AC=MS:1000133	5% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
Evosep_WLBSC_1079_032024	Homo sapiens	Brain	not available	not available	not available	not available	not available	not available	not available	tissue	single cell	FACS	Evosep_WLBSC_1079_032024	1	894	Evosep_WLBSC_1079_032024	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	Evosep_WLBSC_1079_032024.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/12/PXD071075/Evosep_WLBSC_1079_032024.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=CID;AC=MS:1000133	5% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
Evosep_WLBSC2_104_032724	Homo sapiens	Brain	not available	not available	not available	not available	not available	not available	not available	tissue	single cell	FACS	Evosep_WLBSC2_104_032724	1	895	Evosep_WLBSC2_104_032724	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	Evosep_WLBSC2_104_032724.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/12/PXD071075/Evosep_WLBSC2_104_032724.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=CID;AC=MS:1000133	5% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
Evosep_WLBSC_194_020524	Homo sapiens	Brain	not available	not available	not available	not available	not available	not available	not available	tissue	single cell	FACS	Evosep_WLBSC_194_020524	1	896	Evosep_WLBSC_194_020524	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	Evosep_WLBSC_194_020524.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/12/PXD071075/Evosep_WLBSC_194_020524.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=CID;AC=MS:1000133	5% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
Evosep_WLBSC3_394_062724	Homo sapiens	Brain	not available	not available	not available	not available	not available	not available	not available	tissue	single cell	FACS	Evosep_WLBSC3_394_062724	1	897	Evosep_WLBSC3_394_062724	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	Evosep_WLBSC3_394_062724.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/12/PXD071075/Evosep_WLBSC3_394_062724.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=CID;AC=MS:1000133	5% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
Evosep_WLBSC_229_020624	Homo sapiens	Brain	not available	not available	not available	not available	not available	not available	not available	tissue	single cell	FACS	Evosep_WLBSC_229_020624	1	898	Evosep_WLBSC_229_020624	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	Evosep_WLBSC_229_020624.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/12/PXD071075/Evosep_WLBSC_229_020624.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=CID;AC=MS:1000133	5% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
Evosep_WLBSC3_11_061324	Homo sapiens	Brain	not available	not available	not available	not available	not available	not available	not available	tissue	single cell	FACS	Evosep_WLBSC3_11_061324	1	899	Evosep_WLBSC3_11_061324	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	Evosep_WLBSC3_11_061324.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/12/PXD071075/Evosep_WLBSC3_11_061324.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=CID;AC=MS:1000133	5% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
Evosep_WLBSC2_725_042124	Homo sapiens	Brain	not available	not available	not available	not available	not available	not available	not available	tissue	single cell	FACS	Evosep_WLBSC2_725_042124	1	900	Evosep_WLBSC2_725_042124	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	Evosep_WLBSC2_725_042124.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/12/PXD071075/Evosep_WLBSC2_725_042124.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=CID;AC=MS:1000133	5% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
Evosep_WLBSC2_283_040124	Homo sapiens	Brain	not available	not available	not available	not available	not available	not available	not available	tissue	single cell	FACS	Evosep_WLBSC2_283_040124	1	901	Evosep_WLBSC2_283_040124	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	Evosep_WLBSC2_283_040124.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/12/PXD071075/Evosep_WLBSC2_283_040124.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=CID;AC=MS:1000133	5% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
Evosep_WLBSC3_126_061924	Homo sapiens	Brain	not available	not available	not available	not available	not available	not available	not available	tissue	single cell	FACS	Evosep_WLBSC3_126_061924	1	902	Evosep_WLBSC3_126_061924	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	Evosep_WLBSC3_126_061924.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/12/PXD071075/Evosep_WLBSC3_126_061924.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=CID;AC=MS:1000133	5% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
Evosep_WLBSC_800_031124	Homo sapiens	Brain	not available	not available	not available	not available	not available	not available	not available	tissue	single cell	FACS	Evosep_WLBSC_800_031124	1	903	Evosep_WLBSC_800_031124	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	Evosep_WLBSC_800_031124.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/12/PXD071075/Evosep_WLBSC_800_031124.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=CID;AC=MS:1000133	5% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
Evosep_WLBSC3_466_063024	Homo sapiens	Brain	not available	not available	not available	not available	not available	not available	not available	tissue	single cell	FACS	Evosep_WLBSC3_466_063024	1	904	Evosep_WLBSC3_466_063024	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	Evosep_WLBSC3_466_063024.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/12/PXD071075/Evosep_WLBSC3_466_063024.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=CID;AC=MS:1000133	5% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
Evosep_WLBSC2_53_032424	Homo sapiens	Brain	not available	not available	not available	not available	not available	not available	not available	tissue	single cell	FACS	Evosep_WLBSC2_53_032424	1	905	Evosep_WLBSC2_53_032424	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	Evosep_WLBSC2_53_032424.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/12/PXD071075/Evosep_WLBSC2_53_032424.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=CID;AC=MS:1000133	5% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
