source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[material type]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	assay name	technology type	comment[technical replicate]	comment[sample preparation batch]	comment[proteomics data acquisition method]	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[label]	comment[carrier channel]	comment[reference channel]	comment[instrument]	comment[cleavage agent details]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[facs nozzle size]	comment[facs sorting mode]	comment[microfluidics chip type]	comment[lcm microscope model]	comment[nanopots chip version]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
20230629_KK_10SC_IFNy_08_H12_1_14195	Homo sapiens	Epithelial cell	Osteosarcoma	Epithelial cell	cell	single cell	FACS	20230629_KK_10SC_IFNy_08_H12_1_14195	1	60	20230629_KK_10SC_IFNy_08_H12_1_14195	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20230629_KK_10SC_IFNy_08_H12_1_14195.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD048179/20230629_KK_10SC_IFNy_08_H12_1_14195.mzML	1	label free sample	not applicable	not applicable	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	384% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230629_KK_10SC_IFNy_03_C12_1_14182	Homo sapiens	Epithelial cell	Osteosarcoma	Epithelial cell	cell	single cell	FACS	20230629_KK_10SC_IFNy_03_C12_1_14182	1	61	20230629_KK_10SC_IFNy_03_C12_1_14182	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20230629_KK_10SC_IFNy_03_C12_1_14182.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD048179/20230629_KK_10SC_IFNy_03_C12_1_14182.mzML	1	label free sample	not applicable	not applicable	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	384% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230630_KK_SC_IFNy_70_D9_1_14243	Homo sapiens	Epithelial cell	Osteosarcoma	Epithelial cell	cell	single cell	FACS	20230630_KK_SC_IFNy_70_D9_1_14243	1	62	20230630_KK_SC_IFNy_70_D9_1_14243	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20230630_KK_SC_IFNy_70_D9_1_14243.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD048179/20230630_KK_SC_IFNy_70_D9_1_14243.mzML	1	label free sample	not applicable	not applicable	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	384% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230626_KK_SC_control_29_C3_1_14136	Homo sapiens	Epithelial cell	Osteosarcoma	Epithelial cell	cell	single cell	FACS	20230626_KK_SC_control_29_C3_1_14136	1	63	20230626_KK_SC_control_29_C3_1_14136	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20230626_KK_SC_control_29_C3_1_14136.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD048179/20230626_KK_SC_control_29_C3_1_14136.mzML	1	label free sample	not applicable	not applicable	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	384% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230630_KK_SC_control_61_C5_1_14233	Homo sapiens	Epithelial cell	Osteosarcoma	Epithelial cell	cell	single cell	FACS	20230630_KK_SC_control_61_C5_1_14233	1	64	20230630_KK_SC_control_61_C5_1_14233	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20230630_KK_SC_control_61_C5_1_14233.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD048179/20230630_KK_SC_control_61_C5_1_14233.mzML	1	label free sample	not applicable	not applicable	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	384% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230629_KK_10SC_IFNy_07_G12_1_14194	Homo sapiens	Epithelial cell	Osteosarcoma	Epithelial cell	cell	single cell	FACS	20230629_KK_10SC_IFNy_07_G12_1_14194	1	65	20230629_KK_10SC_IFNy_07_G12_1_14194	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20230629_KK_10SC_IFNy_07_G12_1_14194.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD048179/20230629_KK_10SC_IFNy_07_G12_1_14194.mzML	1	label free sample	not applicable	not applicable	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	384% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230626_KK_SC_control_17_G5_1_14104	Homo sapiens	Epithelial cell	Osteosarcoma	Epithelial cell	cell	single cell	FACS	20230626_KK_SC_control_17_G5_1_14104	1	66	20230626_KK_SC_control_17_G5_1_14104	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20230626_KK_SC_control_17_G5_1_14104.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD048179/20230626_KK_SC_control_17_G5_1_14104.mzML	1	label free sample	not applicable	not applicable	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	384% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230626_KK_SC_IFNy_35_A9_1_14143	Homo sapiens	Epithelial cell	Osteosarcoma	Epithelial cell	cell	single cell	FACS	20230626_KK_SC_IFNy_35_A9_1_14143	1	67	20230626_KK_SC_IFNy_35_A9_1_14143	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20230626_KK_SC_IFNy_35_A9_1_14143.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD048179/20230626_KK_SC_IFNy_35_A9_1_14143.mzML	1	label free sample	not applicable	not applicable	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	384% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230626_KK_SC_control_38_D2_1_14155	Homo sapiens	Epithelial cell	Osteosarcoma	Epithelial cell	cell	single cell	FACS	20230626_KK_SC_control_38_D2_1_14155	1	68	20230626_KK_SC_control_38_D2_1_14155	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20230626_KK_SC_control_38_D2_1_14155.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD048179/20230626_KK_SC_control_38_D2_1_14155.mzML	1	label free sample	not applicable	not applicable	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	384% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230626_KK_SC_IFNy_29_C8_1_14127	Homo sapiens	Epithelial cell	Osteosarcoma	Epithelial cell	cell	single cell	FACS	20230626_KK_SC_IFNy_29_C8_1_14127	1	69	20230626_KK_SC_IFNy_29_C8_1_14127	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20230626_KK_SC_IFNy_29_C8_1_14127.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD048179/20230626_KK_SC_IFNy_29_C8_1_14127.mzML	1	label free sample	not applicable	not applicable	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	384% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230626_KK_SC_IFNy_03_C7_1_14076	Homo sapiens	Epithelial cell	Osteosarcoma	Epithelial cell	cell	single cell	FACS	20230626_KK_SC_IFNy_03_C7_1_14076	1	70	20230626_KK_SC_IFNy_03_C7_1_14076	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20230626_KK_SC_IFNy_03_C7_1_14076.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD048179/20230626_KK_SC_IFNy_03_C7_1_14076.mzML	1	label free sample	not applicable	not applicable	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	384% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230630_KK_SC_control_60_B5_1_14232	Homo sapiens	Epithelial cell	Osteosarcoma	Epithelial cell	cell	single cell	FACS	20230630_KK_SC_control_60_B5_1_14232	1	71	20230630_KK_SC_control_60_B5_1_14232	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20230630_KK_SC_control_60_B5_1_14232.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD048179/20230630_KK_SC_control_60_B5_1_14232.mzML	1	label free sample	not applicable	not applicable	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	384% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230626_KK_SC_IFNy_20_B7_1_14108	Homo sapiens	Epithelial cell	Osteosarcoma	Epithelial cell	cell	single cell	FACS	20230626_KK_SC_IFNy_20_B7_1_14108	1	72	20230626_KK_SC_IFNy_20_B7_1_14108	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20230626_KK_SC_IFNy_20_B7_1_14108.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD048179/20230626_KK_SC_IFNy_20_B7_1_14108.mzML	1	label free sample	not applicable	not applicable	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	384% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230626_KK_SC_control_30_D3_1_14137	Homo sapiens	Epithelial cell	Osteosarcoma	Epithelial cell	cell	single cell	FACS	20230626_KK_SC_control_30_D3_1_14137	1	73	20230626_KK_SC_control_30_D3_1_14137	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20230626_KK_SC_control_30_D3_1_14137.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD048179/20230626_KK_SC_control_30_D3_1_14137.mzML	1	label free sample	not applicable	not applicable	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	384% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230626_KK_SC_IFNy_38_D9_1_14146	Homo sapiens	Epithelial cell	Osteosarcoma	Epithelial cell	cell	single cell	FACS	20230626_KK_SC_IFNy_38_D9_1_14146	1	74	20230626_KK_SC_IFNy_38_D9_1_14146	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20230626_KK_SC_IFNy_38_D9_1_14146.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD048179/20230626_KK_SC_IFNy_38_D9_1_14146.mzML	1	label free sample	not applicable	not applicable	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	384% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230626_KK_SC_control_36_B2_1_14153	Homo sapiens	Epithelial cell	Osteosarcoma	Epithelial cell	cell	single cell	FACS	20230626_KK_SC_control_36_B2_1_14153	1	75	20230626_KK_SC_control_36_B2_1_14153	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20230626_KK_SC_control_36_B2_1_14153.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD048179/20230626_KK_SC_control_36_B2_1_14153.mzML	1	label free sample	not applicable	not applicable	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	384% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230626_KK_SC_IFNy_33_G8_1_14131	Homo sapiens	Epithelial cell	Osteosarcoma	Epithelial cell	cell	single cell	FACS	20230626_KK_SC_IFNy_33_G8_1_14131	1	76	20230626_KK_SC_IFNy_33_G8_1_14131	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20230626_KK_SC_IFNy_33_G8_1_14131.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD048179/20230626_KK_SC_IFNy_33_G8_1_14131.mzML	1	label free sample	not applicable	not applicable	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	384% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230626_KK_SC_IFNy_16_F6_1_14094	Homo sapiens	Epithelial cell	Osteosarcoma	Epithelial cell	cell	single cell	FACS	20230626_KK_SC_IFNy_16_F6_1_14094	1	77	20230626_KK_SC_IFNy_16_F6_1_14094	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20230626_KK_SC_IFNy_16_F6_1_14094.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD048179/20230626_KK_SC_IFNy_16_F6_1_14094.mzML	1	label free sample	not applicable	not applicable	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	384% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230626_KK_SC_IFNy_42_H9_1_14150	Homo sapiens	Epithelial cell	Osteosarcoma	Epithelial cell	cell	single cell	FACS	20230626_KK_SC_IFNy_42_H9_1_14150	1	78	20230626_KK_SC_IFNy_42_H9_1_14150	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20230626_KK_SC_IFNy_42_H9_1_14150.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD048179/20230626_KK_SC_IFNy_42_H9_1_14150.mzML	1	label free sample	not applicable	not applicable	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	384% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230626_KK_SC_control_21_C4_1_14118	Homo sapiens	Epithelial cell	Osteosarcoma	Epithelial cell	cell	single cell	FACS	20230626_KK_SC_control_21_C4_1_14118	1	79	20230626_KK_SC_control_21_C4_1_14118	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20230626_KK_SC_control_21_C4_1_14118.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD048179/20230626_KK_SC_control_21_C4_1_14118.mzML	1	label free sample	not applicable	not applicable	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	384% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230630_KK_SC_control_65_G5_1_14237	Homo sapiens	Epithelial cell	Osteosarcoma	Epithelial cell	cell	single cell	FACS	20230630_KK_SC_control_65_G5_1_14237	1	80	20230630_KK_SC_control_65_G5_1_14237	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20230630_KK_SC_control_65_G5_1_14237.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD048179/20230630_KK_SC_control_65_G5_1_14237.mzML	1	label free sample	not applicable	not applicable	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	384% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230626_KK_SC_control_44_B1_1_14171	Homo sapiens	Epithelial cell	Osteosarcoma	Epithelial cell	cell	single cell	FACS	20230626_KK_SC_control_44_B1_1_14171	1	81	20230626_KK_SC_control_44_B1_1_14171	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20230626_KK_SC_control_44_B1_1_14171.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD048179/20230626_KK_SC_control_44_B1_1_14171.mzML	1	label free sample	not applicable	not applicable	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	384% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230626_KK_SC_control_22_D4_1_14119	Homo sapiens	Epithelial cell	Osteosarcoma	Epithelial cell	cell	single cell	FACS	20230626_KK_SC_control_22_D4_1_14119	1	82	20230626_KK_SC_control_22_D4_1_14119	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20230626_KK_SC_control_22_D4_1_14119.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD048179/20230626_KK_SC_control_22_D4_1_14119.mzML	1	label free sample	not applicable	not applicable	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	384% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230630_KK_SC_control_59_A5_1_14231	Homo sapiens	Epithelial cell	Osteosarcoma	Epithelial cell	cell	single cell	FACS	20230630_KK_SC_control_59_A5_1_14231	1	83	20230630_KK_SC_control_59_A5_1_14231	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20230630_KK_SC_control_59_A5_1_14231.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD048179/20230630_KK_SC_control_59_A5_1_14231.mzML	1	label free sample	not applicable	not applicable	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	384% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230626_KK_SC_control_12_B5_1_14099	Homo sapiens	Epithelial cell	Osteosarcoma	Epithelial cell	cell	single cell	FACS	20230626_KK_SC_control_12_B5_1_14099	1	84	20230626_KK_SC_control_12_B5_1_14099	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20230626_KK_SC_control_12_B5_1_14099.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD048179/20230626_KK_SC_control_12_B5_1_14099.mzML	1	label free sample	not applicable	not applicable	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	384% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230629_KK_10SC_control_08_H11_1_14201	Homo sapiens	Epithelial cell	Osteosarcoma	Epithelial cell	cell	single cell	FACS	20230629_KK_10SC_control_08_H11_1_14201	1	85	20230629_KK_10SC_control_08_H11_1_14201	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20230629_KK_10SC_control_08_H11_1_14201.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD048179/20230629_KK_10SC_control_08_H11_1_14201.mzML	1	label free sample	not applicable	not applicable	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	384% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230626_KK_SC_IFNy_05_E7_1_14078	Homo sapiens	Epithelial cell	Osteosarcoma	Epithelial cell	cell	single cell	FACS	20230626_KK_SC_IFNy_05_E7_1_14078	1	86	20230626_KK_SC_IFNy_05_E7_1_14078	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20230626_KK_SC_IFNy_05_E7_1_14078.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD048179/20230626_KK_SC_IFNy_05_E7_1_14078.mzML	1	label free sample	not applicable	not applicable	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	384% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230626_KK_SC_IFNy_14_D6_1_14092	Homo sapiens	Epithelial cell	Osteosarcoma	Epithelial cell	cell	single cell	FACS	20230626_KK_SC_IFNy_14_D6_1_14092	1	87	20230626_KK_SC_IFNy_14_D6_1_14092	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20230626_KK_SC_IFNy_14_D6_1_14092.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD048179/20230626_KK_SC_IFNy_14_D6_1_14092.mzML	1	label free sample	not applicable	not applicable	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	384% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230626_KK_SC_control_33_G3_1_14140	Homo sapiens	Epithelial cell	Osteosarcoma	Epithelial cell	cell	single cell	FACS	20230626_KK_SC_control_33_G3_1_14140	1	88	20230626_KK_SC_control_33_G3_1_14140	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20230626_KK_SC_control_33_G3_1_14140.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD048179/20230626_KK_SC_control_33_G3_1_14140.mzML	1	label free sample	not applicable	not applicable	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	384% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230630_KK_SC_control_64_F5_1_14236	Homo sapiens	Epithelial cell	Osteosarcoma	Epithelial cell	cell	single cell	FACS	20230630_KK_SC_control_64_F5_1_14236	1	89	20230630_KK_SC_control_64_F5_1_14236	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20230630_KK_SC_control_64_F5_1_14236.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD048179/20230630_KK_SC_control_64_F5_1_14236.mzML	1	label free sample	not applicable	not applicable	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	384% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
