source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[material type]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	assay name	technology type	comment[technical replicate]	comment[sample preparation batch]	comment[proteomics data acquisition method]	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[label]	comment[carrier channel]	comment[reference channel]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[facs nozzle size]	comment[facs sorting mode]	comment[microfluidics chip type]	comment[lcm microscope model]	comment[nanopots chip version]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
FL0473_MSQ1043_20170512_ConnorScott_Ex12_Cells800	Homo sapiens	Brain	not available	not available	tissue	single cell	laser capture microdissection	FL0473_MSQ1043_20170512_ConnorScott_Ex12_Cells800	1	49	FL0473_MSQ1043_20170512_ConnorScott_Ex12_Cells800	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	FL0473_MSQ1043_20170512_ConnorScott_Ex12_Cells800.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/03/PXD012101/FL0473_MSQ1043_20170512_ConnorScott_Ex12_Cells800.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	1500% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
FL763_20180302_SimonDavis_Ex40_8	Homo sapiens	Brain	not available	not available	tissue	single cell	laser capture microdissection	FL763_20180302_SimonDavis_Ex40_8	1	50	FL763_20180302_SimonDavis_Ex40_8	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	FL763_20180302_SimonDavis_Ex40_8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/03/PXD012101/FL763_20180302_SimonDavis_Ex40_8.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	1500% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
FL0476_MSQ1031_20170429_cells50	Homo sapiens	Brain	not available	not available	tissue	single cell	laser capture microdissection	FL0476_MSQ1031_20170429_cells50	1	51	FL0476_MSQ1031_20170429_cells50	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	FL0476_MSQ1031_20170429_cells50.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/03/PXD012101/FL0476_MSQ1031_20170429_cells50.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	1500% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
FL763_20180302_SimonDavis_Ex40_46	Homo sapiens	Brain	not available	not available	tissue	single cell	laser capture microdissection	FL763_20180302_SimonDavis_Ex40_46	1	52	FL763_20180302_SimonDavis_Ex40_46	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	FL763_20180302_SimonDavis_Ex40_46.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/03/PXD012101/FL763_20180302_SimonDavis_Ex40_46.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	1500% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
FL763_20180302_SimonDavis_Ex40_13	Homo sapiens	Brain	not available	not available	tissue	single cell	laser capture microdissection	FL763_20180302_SimonDavis_Ex40_13	1	53	FL763_20180302_SimonDavis_Ex40_13	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	FL763_20180302_SimonDavis_Ex40_13.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/03/PXD012101/FL763_20180302_SimonDavis_Ex40_13.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	1500% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
FL882_MSQ1375_20180524_ConnorScott_Library_Cerebellum	Homo sapiens	Brain	not available	not available	tissue	single cell	laser capture microdissection	FL882_MSQ1375_20180524_ConnorScott_Library_Cerebellum	1	54	FL882_MSQ1375_20180524_ConnorScott_Library_Cerebellum	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	FL882_MSQ1375_20180524_ConnorScott_Library_Cerebellum.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/03/PXD012101/FL882_MSQ1375_20180524_ConnorScott_Library_Cerebellum.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	1500% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
FL763_20180302_SimonDavis_Ex40_32	Homo sapiens	Brain	not available	not available	tissue	single cell	laser capture microdissection	FL763_20180302_SimonDavis_Ex40_32	1	55	FL763_20180302_SimonDavis_Ex40_32	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	FL763_20180302_SimonDavis_Ex40_32.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/03/PXD012101/FL763_20180302_SimonDavis_Ex40_32.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	1500% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
FL0473_MSQ1043_20170512_ConnorScott_Ex12_Cells200	Homo sapiens	Brain	not available	not available	tissue	single cell	laser capture microdissection	FL0473_MSQ1043_20170512_ConnorScott_Ex12_Cells200	1	56	FL0473_MSQ1043_20170512_ConnorScott_Ex12_Cells200	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	FL0473_MSQ1043_20170512_ConnorScott_Ex12_Cells200.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/03/PXD012101/FL0473_MSQ1043_20170512_ConnorScott_Ex12_Cells200.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	1500% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
FL0476_MSQ1031_20170429_cells800	Homo sapiens	Brain	not available	not available	tissue	single cell	laser capture microdissection	FL0476_MSQ1031_20170429_cells800	1	57	FL0476_MSQ1031_20170429_cells800	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	FL0476_MSQ1031_20170429_cells800.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/03/PXD012101/FL0476_MSQ1031_20170429_cells800.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	1500% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
FL763_20180302_SimonDavis_Ex40_23	Homo sapiens	Brain	not available	not available	tissue	single cell	laser capture microdissection	FL763_20180302_SimonDavis_Ex40_23	1	58	FL763_20180302_SimonDavis_Ex40_23	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	FL763_20180302_SimonDavis_Ex40_23.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/03/PXD012101/FL763_20180302_SimonDavis_Ex40_23.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	1500% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
FL763_20180302_SimonDavis_Ex40_56	Homo sapiens	Brain	not available	not available	tissue	single cell	laser capture microdissection	FL763_20180302_SimonDavis_Ex40_56	1	59	FL763_20180302_SimonDavis_Ex40_56	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	FL763_20180302_SimonDavis_Ex40_56.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/03/PXD012101/FL763_20180302_SimonDavis_Ex40_56.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	1500% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
FL882_MSQ1375_20180524_ConnorScott_Betz_3	Homo sapiens	Brain	not available	not available	tissue	single cell	laser capture microdissection	FL882_MSQ1375_20180524_ConnorScott_Betz_3	1	60	FL882_MSQ1375_20180524_ConnorScott_Betz_3	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	FL882_MSQ1375_20180524_ConnorScott_Betz_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/03/PXD012101/FL882_MSQ1375_20180524_ConnorScott_Betz_3.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	1500% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
FL763_20180302_SimonDavis_Ex40_16	Homo sapiens	Brain	not available	not available	tissue	single cell	laser capture microdissection	FL763_20180302_SimonDavis_Ex40_16	1	61	FL763_20180302_SimonDavis_Ex40_16	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	FL763_20180302_SimonDavis_Ex40_16.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/03/PXD012101/FL763_20180302_SimonDavis_Ex40_16.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	1500% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
FL763_20180302_SimonDavis_Ex40_2	Homo sapiens	Brain	not available	not available	tissue	single cell	laser capture microdissection	FL763_20180302_SimonDavis_Ex40_2	1	62	FL763_20180302_SimonDavis_Ex40_2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	FL763_20180302_SimonDavis_Ex40_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/03/PXD012101/FL763_20180302_SimonDavis_Ex40_2.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	1500% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
FL763_20180302_SimonDavis_Ex40_6	Homo sapiens	Brain	not available	not available	tissue	single cell	laser capture microdissection	FL763_20180302_SimonDavis_Ex40_6	1	63	FL763_20180302_SimonDavis_Ex40_6	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	FL763_20180302_SimonDavis_Ex40_6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/03/PXD012101/FL763_20180302_SimonDavis_Ex40_6.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	1500% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
FL763_20180302_SimonDavis_Ex40_28	Homo sapiens	Brain	not available	not available	tissue	single cell	laser capture microdissection	FL763_20180302_SimonDavis_Ex40_28	1	64	FL763_20180302_SimonDavis_Ex40_28	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	FL763_20180302_SimonDavis_Ex40_28.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/03/PXD012101/FL763_20180302_SimonDavis_Ex40_28.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	1500% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
FL763_20180302_SimonDavis_Ex40_26	Homo sapiens	Brain	not available	not available	tissue	single cell	laser capture microdissection	FL763_20180302_SimonDavis_Ex40_26	1	65	FL763_20180302_SimonDavis_Ex40_26	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	FL763_20180302_SimonDavis_Ex40_26.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/03/PXD012101/FL763_20180302_SimonDavis_Ex40_26.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	1500% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
FL882_MSQ1375_20180524_ConnorScott_Library_Motor	Homo sapiens	Brain	not available	not available	tissue	single cell	laser capture microdissection	FL882_MSQ1375_20180524_ConnorScott_Library_Motor	1	66	FL882_MSQ1375_20180524_ConnorScott_Library_Motor	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	FL882_MSQ1375_20180524_ConnorScott_Library_Motor.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/03/PXD012101/FL882_MSQ1375_20180524_ConnorScott_Library_Motor.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	1500% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
FL763_20180302_SimonDavis_Ex40_14	Homo sapiens	Brain	not available	not available	tissue	single cell	laser capture microdissection	FL763_20180302_SimonDavis_Ex40_14	1	67	FL763_20180302_SimonDavis_Ex40_14	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	FL763_20180302_SimonDavis_Ex40_14.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/03/PXD012101/FL763_20180302_SimonDavis_Ex40_14.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	1500% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
FL882_MSQ1375_20180524_ConnorScott_Betz_2	Homo sapiens	Brain	not available	not available	tissue	single cell	laser capture microdissection	FL882_MSQ1375_20180524_ConnorScott_Betz_2	1	68	FL882_MSQ1375_20180524_ConnorScott_Betz_2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	FL882_MSQ1375_20180524_ConnorScott_Betz_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/03/PXD012101/FL882_MSQ1375_20180524_ConnorScott_Betz_2.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	1500% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
FL763_20180302_SimonDavis_Ex40_9	Homo sapiens	Brain	not available	not available	tissue	single cell	laser capture microdissection	FL763_20180302_SimonDavis_Ex40_9	1	69	FL763_20180302_SimonDavis_Ex40_9	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	FL763_20180302_SimonDavis_Ex40_9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/03/PXD012101/FL763_20180302_SimonDavis_Ex40_9.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	1500% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
FL882_MSQ1375_20180524_ConnorScott_Betz_1	Homo sapiens	Brain	not available	not available	tissue	single cell	laser capture microdissection	FL882_MSQ1375_20180524_ConnorScott_Betz_1	1	70	FL882_MSQ1375_20180524_ConnorScott_Betz_1	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	FL882_MSQ1375_20180524_ConnorScott_Betz_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/03/PXD012101/FL882_MSQ1375_20180524_ConnorScott_Betz_1.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	1500% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
FL763_20180302_SimonDavis_Ex40_4	Homo sapiens	Brain	not available	not available	tissue	single cell	laser capture microdissection	FL763_20180302_SimonDavis_Ex40_4	1	71	FL763_20180302_SimonDavis_Ex40_4	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	FL763_20180302_SimonDavis_Ex40_4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/03/PXD012101/FL763_20180302_SimonDavis_Ex40_4.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	1500% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
FL0473_MSQ1043_20170512_ConnorScott_Ex12_Cells100	Homo sapiens	Brain	not available	not available	tissue	single cell	laser capture microdissection	FL0473_MSQ1043_20170512_ConnorScott_Ex12_Cells100	1	72	FL0473_MSQ1043_20170512_ConnorScott_Ex12_Cells100	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	FL0473_MSQ1043_20170512_ConnorScott_Ex12_Cells100.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/03/PXD012101/FL0473_MSQ1043_20170512_ConnorScott_Ex12_Cells100.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	1500% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
