source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[material type]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	assay name	technology type	comment[technical replicate]	comment[sample preparation batch]	comment[proteomics data acquisition method]	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[label]	comment[carrier channel]	comment[reference channel]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[facs nozzle size]	comment[facs sorting mode]	comment[microfluidics chip type]	comment[lcm microscope model]	comment[nanopots chip version]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep02	Homo sapiens	Epithelial cell	Cervix carcinoma	Epithelial cell	HeLa	cell	single cell	microfluidics	20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep02	1	42	20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep02	proteomic profiling by mass spectrometry	1	run03	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep02.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/02/PXD039208/20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep02.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=CID;AC=MS:1000133	11359367% NCE	not available	20 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep24	Homo sapiens	Epithelial cell	Cervix carcinoma	Epithelial cell	HeLa	cell	single cell	microfluidics	20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep24	1	43	20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep24	proteomic profiling by mass spectrometry	1	run03	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep24.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/02/PXD039208/20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep24.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=CID;AC=MS:1000133	11359367% NCE	not available	20 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20220927_E0_Neo0_FAIMS_uPAC_5cm_250pg_HeLa_DIA___12	Homo sapiens	Epithelial cell	Cervix carcinoma	Epithelial cell	HeLa	cell	single cell	microfluidics	20220927_E0_Neo0_FAIMS_uPAC_5cm_250pg_HeLa_DIA___12	1	44	20220927_E0_Neo0_FAIMS_uPAC_5cm_250pg_HeLa_DIA___12	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20220927_E0_Neo0_FAIMS_uPAC_5cm_250pg_HeLa_DIA___12_.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/02/PXD039208/20220927_E0_Neo0_FAIMS_uPAC_5cm_250pg_HeLa_DIA___12_.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=CID;AC=MS:1000133	11359367% NCE	not available	20 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20220927_E0_Neo0_FAIMS_uPAC_5cm_250pg_HeLa_DIA___6	Homo sapiens	Epithelial cell	Cervix carcinoma	Epithelial cell	HeLa	cell	single cell	microfluidics	20220927_E0_Neo0_FAIMS_uPAC_5cm_250pg_HeLa_DIA___6	1	45	20220927_E0_Neo0_FAIMS_uPAC_5cm_250pg_HeLa_DIA___6	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20220927_E0_Neo0_FAIMS_uPAC_5cm_250pg_HeLa_DIA___6_.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/02/PXD039208/20220927_E0_Neo0_FAIMS_uPAC_5cm_250pg_HeLa_DIA___6_.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=CID;AC=MS:1000133	11359367% NCE	not available	20 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20220927_E0_Neo0_FAIMS_uPAC_5cm_250pg_HeLa_DIA___30	Homo sapiens	Epithelial cell	Cervix carcinoma	Epithelial cell	HeLa	cell	single cell	microfluidics	20220927_E0_Neo0_FAIMS_uPAC_5cm_250pg_HeLa_DIA___30	1	46	20220927_E0_Neo0_FAIMS_uPAC_5cm_250pg_HeLa_DIA___30	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20220927_E0_Neo0_FAIMS_uPAC_5cm_250pg_HeLa_DIA___30_.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/02/PXD039208/20220927_E0_Neo0_FAIMS_uPAC_5cm_250pg_HeLa_DIA___30_.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=CID;AC=MS:1000133	11359367% NCE	not available	20 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20220927_E0_Neo0_FAIMS_uPAC_5cm_250pg_HeLa_DIA___1	Homo sapiens	Epithelial cell	Cervix carcinoma	Epithelial cell	HeLa	cell	single cell	microfluidics	20220927_E0_Neo0_FAIMS_uPAC_5cm_250pg_HeLa_DIA___1	1	47	20220927_E0_Neo0_FAIMS_uPAC_5cm_250pg_HeLa_DIA___1	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20220927_E0_Neo0_FAIMS_uPAC_5cm_250pg_HeLa_DIA___1_.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/02/PXD039208/20220927_E0_Neo0_FAIMS_uPAC_5cm_250pg_HeLa_DIA___1_.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=CID;AC=MS:1000133	11359367% NCE	not available	20 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep22	Homo sapiens	Epithelial cell	Cervix carcinoma	Epithelial cell	HeLa	cell	single cell	microfluidics	20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep22	1	48	20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep22	proteomic profiling by mass spectrometry	1	run03	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep22.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/02/PXD039208/20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep22.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=CID;AC=MS:1000133	11359367% NCE	not available	20 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep13	Homo sapiens	Epithelial cell	Cervix carcinoma	Epithelial cell	HeLa	cell	single cell	microfluidics	20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep13	1	49	20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep13	proteomic profiling by mass spectrometry	1	run03	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep13.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/02/PXD039208/20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep13.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=CID;AC=MS:1000133	11359367% NCE	not available	20 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20220927_E0_Neo0_FAIMS_uPAC_5cm_250pg_HeLa_DIA___24	Homo sapiens	Epithelial cell	Cervix carcinoma	Epithelial cell	HeLa	cell	single cell	microfluidics	20220927_E0_Neo0_FAIMS_uPAC_5cm_250pg_HeLa_DIA___24	1	50	20220927_E0_Neo0_FAIMS_uPAC_5cm_250pg_HeLa_DIA___24	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20220927_E0_Neo0_FAIMS_uPAC_5cm_250pg_HeLa_DIA___24_.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/02/PXD039208/20220927_E0_Neo0_FAIMS_uPAC_5cm_250pg_HeLa_DIA___24_.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=CID;AC=MS:1000133	11359367% NCE	not available	20 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20220927_E0_Neo0_FAIMS_uPAC_5cm_250pg_HeLa_DIA___26	Homo sapiens	Epithelial cell	Cervix carcinoma	Epithelial cell	HeLa	cell	single cell	microfluidics	20220927_E0_Neo0_FAIMS_uPAC_5cm_250pg_HeLa_DIA___26	1	51	20220927_E0_Neo0_FAIMS_uPAC_5cm_250pg_HeLa_DIA___26	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20220927_E0_Neo0_FAIMS_uPAC_5cm_250pg_HeLa_DIA___26_.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/02/PXD039208/20220927_E0_Neo0_FAIMS_uPAC_5cm_250pg_HeLa_DIA___26_.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=CID;AC=MS:1000133	11359367% NCE	not available	20 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20220927_E0_Neo0_FAIMS_uPAC_5cm_250pg_HeLa_DIA___19	Homo sapiens	Epithelial cell	Cervix carcinoma	Epithelial cell	HeLa	cell	single cell	microfluidics	20220927_E0_Neo0_FAIMS_uPAC_5cm_250pg_HeLa_DIA___19	1	52	20220927_E0_Neo0_FAIMS_uPAC_5cm_250pg_HeLa_DIA___19	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20220927_E0_Neo0_FAIMS_uPAC_5cm_250pg_HeLa_DIA___19_.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/02/PXD039208/20220927_E0_Neo0_FAIMS_uPAC_5cm_250pg_HeLa_DIA___19_.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=CID;AC=MS:1000133	11359367% NCE	not available	20 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep05	Homo sapiens	Epithelial cell	Cervix carcinoma	Epithelial cell	HeLa	cell	single cell	microfluidics	20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep05	1	53	20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep05	proteomic profiling by mass spectrometry	1	run03	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep05.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/02/PXD039208/20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep05.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=CID;AC=MS:1000133	11359367% NCE	not available	20 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep17	Homo sapiens	Epithelial cell	Cervix carcinoma	Epithelial cell	HeLa	cell	single cell	microfluidics	20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep17	1	54	20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep17	proteomic profiling by mass spectrometry	1	run03	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep17.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/02/PXD039208/20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep17.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=CID;AC=MS:1000133	11359367% NCE	not available	20 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep21	Homo sapiens	Epithelial cell	Cervix carcinoma	Epithelial cell	HeLa	cell	single cell	microfluidics	20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep21	1	55	20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep21	proteomic profiling by mass spectrometry	1	run03	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep21.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/02/PXD039208/20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep21.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=CID;AC=MS:1000133	11359367% NCE	not available	20 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep09	Homo sapiens	Epithelial cell	Cervix carcinoma	Epithelial cell	HeLa	cell	single cell	microfluidics	20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep09	1	56	20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep09	proteomic profiling by mass spectrometry	1	run03	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep09.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/02/PXD039208/20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep09.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=CID;AC=MS:1000133	11359367% NCE	not available	20 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep23	Homo sapiens	Epithelial cell	Cervix carcinoma	Epithelial cell	HeLa	cell	single cell	microfluidics	20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep23	1	57	20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep23	proteomic profiling by mass spectrometry	1	run03	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep23.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/02/PXD039208/20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep23.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=CID;AC=MS:1000133	11359367% NCE	not available	20 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep12	Homo sapiens	Epithelial cell	Cervix carcinoma	Epithelial cell	HeLa	cell	single cell	microfluidics	20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep12	1	58	20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep12	proteomic profiling by mass spectrometry	1	run03	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/02/PXD039208/20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep12.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=CID;AC=MS:1000133	11359367% NCE	not available	20 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep10	Homo sapiens	Epithelial cell	Cervix carcinoma	Epithelial cell	HeLa	cell	single cell	microfluidics	20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep10	1	59	20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep10	proteomic profiling by mass spectrometry	1	run03	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/02/PXD039208/20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep10.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=CID;AC=MS:1000133	11359367% NCE	not available	20 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20220927_E0_Neo0_FAIMS_uPAC_5cm_250pg_HeLa_DIA___7	Homo sapiens	Epithelial cell	Cervix carcinoma	Epithelial cell	HeLa	cell	single cell	microfluidics	20220927_E0_Neo0_FAIMS_uPAC_5cm_250pg_HeLa_DIA___7	1	60	20220927_E0_Neo0_FAIMS_uPAC_5cm_250pg_HeLa_DIA___7	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20220927_E0_Neo0_FAIMS_uPAC_5cm_250pg_HeLa_DIA___7_.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/02/PXD039208/20220927_E0_Neo0_FAIMS_uPAC_5cm_250pg_HeLa_DIA___7_.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=CID;AC=MS:1000133	11359367% NCE	not available	20 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
