source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[developmental stage]	characteristics[strain or breed]	characteristics[sex]	characteristics[cell type]	characteristics[material type]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	assay name	technology type	comment[technical replicate]	comment[sample preparation batch]	comment[proteomics data acquisition method]	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[label]	comment[carrier channel]	comment[reference channel]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[facs nozzle size]	comment[facs sorting mode]	comment[microfluidics chip type]	comment[lcm microscope model]	comment[nanopots chip version]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
20221019_Ec_01_SC_CNIC-KI_TMT64	Mus musculus	Cardiac muscle cell	not available	not available	not available	not available	Cardiac muscle cell	cell	single cell	not applicable	20221019_Ec_01_SC_CNIC-KI_TMT64	1	54	20221019_Ec_01_SC_CNIC-KI_TMT64	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221019_Ec_01_SC_CNIC-KI_TMT64.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PXD064518/20221019_Ec_01_SC_CNIC-KI_TMT64.mzML	1	TMT131N	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	not applicable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20221019_Ec_01_SC_CNIC-KI_TMT59_2	Mus musculus	Cardiac muscle cell	not available	not available	not available	not available	Cardiac muscle cell	cell	single cell	not applicable	20221019_Ec_01_SC_CNIC-KI_TMT59_2	1	55	20221019_Ec_01_SC_CNIC-KI_TMT59_2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221019_Ec_01_SC_CNIC-KI_TMT59.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PXD064518/20221019_Ec_01_SC_CNIC-KI_TMT59.raw	1	TMT131C	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	not applicable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20221019_Ec_01_SC_CNIC-KI_TMT3	Mus musculus	Cardiac muscle cell	not available	not available	not available	not available	Cardiac muscle cell	cell	single cell	not applicable	20221019_Ec_01_SC_CNIC-KI_TMT3	1	56	20221019_Ec_01_SC_CNIC-KI_TMT3	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221019_Ec_01_SC_CNIC-KI_TMT3.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PXD064518/20221019_Ec_01_SC_CNIC-KI_TMT3.mzML	1	TMT126	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	not applicable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20221019_Ec_01_SC_CNIC-KI_TMT5_2	Mus musculus	Cardiac muscle cell	not available	not available	not available	not available	Cardiac muscle cell	cell	single cell	not applicable	20221019_Ec_01_SC_CNIC-KI_TMT5_2	1	57	20221019_Ec_01_SC_CNIC-KI_TMT5_2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221019_Ec_01_SC_CNIC-KI_TMT5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PXD064518/20221019_Ec_01_SC_CNIC-KI_TMT5.raw	1	TMT127N	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	not applicable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20221019_Ec_01_SC_CNIC-KI_TMT79	Mus musculus	Cardiac muscle cell	not available	not available	not available	not available	Cardiac muscle cell	cell	single cell	not applicable	20221019_Ec_01_SC_CNIC-KI_TMT79	1	58	20221019_Ec_01_SC_CNIC-KI_TMT79	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221019_Ec_01_SC_CNIC-KI_TMT79.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PXD064518/20221019_Ec_01_SC_CNIC-KI_TMT79.mzML	1	TMT127C	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	not applicable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20221019_Ec_01_SC_CNIC-KI_TMT55_2	Mus musculus	Cardiac muscle cell	not available	not available	not available	not available	Cardiac muscle cell	cell	single cell	not applicable	20221019_Ec_01_SC_CNIC-KI_TMT55_2	1	59	20221019_Ec_01_SC_CNIC-KI_TMT55_2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221019_Ec_01_SC_CNIC-KI_TMT55.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PXD064518/20221019_Ec_01_SC_CNIC-KI_TMT55.mzML	1	TMT128N	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	not applicable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20221019_Ec_01_SC_CNIC-KI_TMT30_2	Mus musculus	Cardiac muscle cell	not available	not available	not available	not available	Cardiac muscle cell	cell	single cell	not applicable	20221019_Ec_01_SC_CNIC-KI_TMT30_2	1	60	20221019_Ec_01_SC_CNIC-KI_TMT30_2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221019_Ec_01_SC_CNIC-KI_TMT30.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PXD064518/20221019_Ec_01_SC_CNIC-KI_TMT30.raw	1	TMT128C	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	not applicable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20221019_Ec_01_SC_CNIC-KI_TMT25	Mus musculus	Cardiac muscle cell	not available	not available	not available	not available	Cardiac muscle cell	cell	single cell	not applicable	20221019_Ec_01_SC_CNIC-KI_TMT25	1	61	20221019_Ec_01_SC_CNIC-KI_TMT25	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221019_Ec_01_SC_CNIC-KI_TMT25.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PXD064518/20221019_Ec_01_SC_CNIC-KI_TMT25.raw	1	TMT129N	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	not applicable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20221019_Ec_01_SC_CNIC-KI_TMT9	Mus musculus	Cardiac muscle cell	not available	not available	not available	not available	Cardiac muscle cell	cell	single cell	not applicable	20221019_Ec_01_SC_CNIC-KI_TMT9	1	62	20221019_Ec_01_SC_CNIC-KI_TMT9	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221019_Ec_01_SC_CNIC-KI_TMT9.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PXD064518/20221019_Ec_01_SC_CNIC-KI_TMT9.mzML	1	TMT129C	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	not applicable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20221019_Ec_01_SC_CNIC-KI_TMT36_2	Mus musculus	Cardiac muscle cell	not available	not available	not available	not available	Cardiac muscle cell	cell	single cell	not applicable	20221019_Ec_01_SC_CNIC-KI_TMT36_2	1	63	20221019_Ec_01_SC_CNIC-KI_TMT36_2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221019_Ec_01_SC_CNIC-KI_TMT36.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PXD064518/20221019_Ec_01_SC_CNIC-KI_TMT36.mzML	1	TMT130N	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	not applicable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20221019_Ec_01_SC_CNIC-KI_TMT83	Mus musculus	Cardiac muscle cell	not available	not available	not available	not available	Cardiac muscle cell	cell	single cell	not applicable	20221019_Ec_01_SC_CNIC-KI_TMT83	1	64	20221019_Ec_01_SC_CNIC-KI_TMT83	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221019_Ec_01_SC_CNIC-KI_TMT83.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PXD064518/20221019_Ec_01_SC_CNIC-KI_TMT83.mzML	1	TMT130C	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	not applicable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20221019_Ec_01_SC_CNIC-KI_TMT23	Mus musculus	Cardiac muscle cell	not available	not available	not available	not available	Cardiac muscle cell	cell	single cell	not applicable	20221019_Ec_01_SC_CNIC-KI_TMT23	1	65	20221019_Ec_01_SC_CNIC-KI_TMT23	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221019_Ec_01_SC_CNIC-KI_TMT23.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PXD064518/20221019_Ec_01_SC_CNIC-KI_TMT23.mzML	1	TMT131N	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	not applicable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20221019_Ec_01_SC_CNIC-KI_TMT45	Mus musculus	Cardiac muscle cell	not available	not available	not available	not available	Cardiac muscle cell	cell	single cell	not applicable	20221019_Ec_01_SC_CNIC-KI_TMT45	1	66	20221019_Ec_01_SC_CNIC-KI_TMT45	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221019_Ec_01_SC_CNIC-KI_TMT45.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PXD064518/20221019_Ec_01_SC_CNIC-KI_TMT45.raw	1	TMT131C	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	not applicable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20221019_Ec_01_SC_CNIC-KI_TMT79_2	Mus musculus	Cardiac muscle cell	not available	not available	not available	not available	Cardiac muscle cell	cell	single cell	not applicable	20221019_Ec_01_SC_CNIC-KI_TMT79_2	1	67	20221019_Ec_01_SC_CNIC-KI_TMT79_2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221019_Ec_01_SC_CNIC-KI_TMT79.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PXD064518/20221019_Ec_01_SC_CNIC-KI_TMT79.raw	1	TMT126	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	not applicable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20221019_Ec_01_SC_CNIC-KI_TMT64_2	Mus musculus	Cardiac muscle cell	not available	not available	not available	not available	Cardiac muscle cell	cell	single cell	not applicable	20221019_Ec_01_SC_CNIC-KI_TMT64_2	1	68	20221019_Ec_01_SC_CNIC-KI_TMT64_2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221019_Ec_01_SC_CNIC-KI_TMT64.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PXD064518/20221019_Ec_01_SC_CNIC-KI_TMT64.raw	1	TMT127N	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	not applicable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20221019_Ec_01_SC_CNIC-KI_TMT57	Mus musculus	Cardiac muscle cell	not available	not available	not available	not available	Cardiac muscle cell	cell	single cell	not applicable	20221019_Ec_01_SC_CNIC-KI_TMT57	1	69	20221019_Ec_01_SC_CNIC-KI_TMT57	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221019_Ec_01_SC_CNIC-KI_TMT57.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PXD064518/20221019_Ec_01_SC_CNIC-KI_TMT57.raw	1	TMT127C	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	not applicable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20221019_Ec_01_SC_CNIC-KI_TMT50	Mus musculus	Cardiac muscle cell	not available	not available	not available	not available	Cardiac muscle cell	cell	single cell	not applicable	20221019_Ec_01_SC_CNIC-KI_TMT50	1	70	20221019_Ec_01_SC_CNIC-KI_TMT50	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221019_Ec_01_SC_CNIC-KI_TMT50.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PXD064518/20221019_Ec_01_SC_CNIC-KI_TMT50.mzML	1	TMT128N	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	not applicable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20221019_Ec_01_SC_CNIC-KI_TMT69_2	Mus musculus	Cardiac muscle cell	not available	not available	not available	not available	Cardiac muscle cell	cell	single cell	not applicable	20221019_Ec_01_SC_CNIC-KI_TMT69_2	1	71	20221019_Ec_01_SC_CNIC-KI_TMT69_2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221019_Ec_01_SC_CNIC-KI_TMT69.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PXD064518/20221019_Ec_01_SC_CNIC-KI_TMT69.mzML	1	TMT128C	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	not applicable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20221019_Ec_01_SC_CNIC-KI_TMT16_2	Mus musculus	Cardiac muscle cell	not available	not available	not available	not available	Cardiac muscle cell	cell	single cell	not applicable	20221019_Ec_01_SC_CNIC-KI_TMT16_2	1	72	20221019_Ec_01_SC_CNIC-KI_TMT16_2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221019_Ec_01_SC_CNIC-KI_TMT16.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PXD064518/20221019_Ec_01_SC_CNIC-KI_TMT16.raw	1	TMT129N	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	not applicable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20221019_Ec_01_SC_CNIC-KI_TMT42_2	Mus musculus	Cardiac muscle cell	not available	not available	not available	not available	Cardiac muscle cell	cell	single cell	not applicable	20221019_Ec_01_SC_CNIC-KI_TMT42_2	1	73	20221019_Ec_01_SC_CNIC-KI_TMT42_2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221019_Ec_01_SC_CNIC-KI_TMT42.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PXD064518/20221019_Ec_01_SC_CNIC-KI_TMT42.raw	1	TMT129C	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	not applicable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20221018_Ec_02_SC_CNIC-KI_TMT1	Mus musculus	Cardiac muscle cell	not available	not available	not available	not available	Cardiac muscle cell	cell	single cell	not applicable	20221018_Ec_02_SC_CNIC-KI_TMT1	1	74	20221018_Ec_02_SC_CNIC-KI_TMT1	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221018_Ec_02_SC_CNIC-KI_TMT1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PXD064518/20221018_Ec_02_SC_CNIC-KI_TMT1.raw	1	TMT130N	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	not applicable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20221019_Ec_01_SC_CNIC-KI_TMT20	Mus musculus	Cardiac muscle cell	not available	not available	not available	not available	Cardiac muscle cell	cell	single cell	not applicable	20221019_Ec_01_SC_CNIC-KI_TMT20	1	75	20221019_Ec_01_SC_CNIC-KI_TMT20	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221019_Ec_01_SC_CNIC-KI_TMT20.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PXD064518/20221019_Ec_01_SC_CNIC-KI_TMT20.mzML	1	TMT130C	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	not applicable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20221019_Ec_01_SC_CNIC-KI_TMT7	Mus musculus	Cardiac muscle cell	not available	not available	not available	not available	Cardiac muscle cell	cell	single cell	not applicable	20221019_Ec_01_SC_CNIC-KI_TMT7	1	76	20221019_Ec_01_SC_CNIC-KI_TMT7	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221019_Ec_01_SC_CNIC-KI_TMT7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PXD064518/20221019_Ec_01_SC_CNIC-KI_TMT7.raw	1	TMT131N	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	not applicable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20221019_Ec_01_SC_CNIC-KI_TMT83_2	Mus musculus	Cardiac muscle cell	not available	not available	not available	not available	Cardiac muscle cell	cell	single cell	not applicable	20221019_Ec_01_SC_CNIC-KI_TMT83_2	1	77	20221019_Ec_01_SC_CNIC-KI_TMT83_2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221019_Ec_01_SC_CNIC-KI_TMT83.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PXD064518/20221019_Ec_01_SC_CNIC-KI_TMT83.raw	1	TMT131C	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	not applicable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20221019_Ec_01_SC_CNIC-KI_TMT53_2	Mus musculus	Cardiac muscle cell	not available	not available	not available	not available	Cardiac muscle cell	cell	single cell	not applicable	20221019_Ec_01_SC_CNIC-KI_TMT53_2	1	78	20221019_Ec_01_SC_CNIC-KI_TMT53_2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221019_Ec_01_SC_CNIC-KI_TMT53.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PXD064518/20221019_Ec_01_SC_CNIC-KI_TMT53.mzML	1	TMT126	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	not applicable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20221019_Ec_01_SC_CNIC-KI_TMT76	Mus musculus	Cardiac muscle cell	not available	not available	not available	not available	Cardiac muscle cell	cell	single cell	not applicable	20221019_Ec_01_SC_CNIC-KI_TMT76	1	79	20221019_Ec_01_SC_CNIC-KI_TMT76	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221019_Ec_01_SC_CNIC-KI_TMT76.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PXD064518/20221019_Ec_01_SC_CNIC-KI_TMT76.mzML	1	TMT127N	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	not applicable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20221019_Ec_01_SC_CNIC-KI_TMT12_2	Mus musculus	Cardiac muscle cell	not available	not available	not available	not available	Cardiac muscle cell	cell	single cell	not applicable	20221019_Ec_01_SC_CNIC-KI_TMT12_2	1	80	20221019_Ec_01_SC_CNIC-KI_TMT12_2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221019_Ec_01_SC_CNIC-KI_TMT12.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PXD064518/20221019_Ec_01_SC_CNIC-KI_TMT12.mzML	1	TMT127C	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	not applicable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
