source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[developmental stage]	characteristics[strain or breed]	characteristics[sex]	characteristics[cell type]	characteristics[material type]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	assay name	technology type	comment[technical replicate]	comment[sample preparation batch]	comment[proteomics data acquisition method]	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[label]	comment[carrier channel]	comment[reference channel]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[facs nozzle size]	comment[facs sorting mode]	comment[microfluidics chip type]	comment[lcm microscope model]	comment[nanopots chip version]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
InVitroAgingOocyte_DIA_Aging_R9_20220123	Mus musculus	Oocyte	not available	embryonic stage	not available	not available	Oocyte	cell	single cell	not applicable	InVitroAgingOocyte_DIA_Aging_R9_20220123	1	46	InVitroAgingOocyte_DIA_Aging_R9_20220123	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	InVitroAgingOocyte_DIA_Aging_R9_20220123.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD045614/InVitroAgingOocyte_DIA_Aging_R9_20220123.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	30% NCE	15 Da	20 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
GV-MII-Zygote-HPRP-library-F4_20211225	Mus musculus	Oocyte	not available	embryonic stage	not available	not available	Oocyte	cell	single cell	not applicable	GV-MII-Zygote-HPRP-library-F4_20211225	1	47	GV-MII-Zygote-HPRP-library-F4_20211225	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	GV-MII-Zygote-HPRP-library-F4_20211225.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD045614/GV-MII-Zygote-HPRP-library-F4_20211225.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	30% NCE	15 Da	20 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
SingleMII-DDA-R1-20220102	Mus musculus	Oocyte	not available	embryonic stage	not available	not available	Oocyte	cell	single cell	not applicable	SingleMII-DDA-R1-20220102	1	48	SingleMII-DDA-R1-20220102	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	SingleMII-DDA-R1-20220102.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD045614/SingleMII-DDA-R1-20220102.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	30% NCE	15 Da	20 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
InVitroAgingOocyte_DIA_Fresh_R9_20220123	Mus musculus	Oocyte	not available	embryonic stage	not available	not available	Oocyte	cell	single cell	not applicable	InVitroAgingOocyte_DIA_Fresh_R9_20220123	1	49	InVitroAgingOocyte_DIA_Fresh_R9_20220123	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	InVitroAgingOocyte_DIA_Fresh_R9_20220123.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD045614/InVitroAgingOocyte_DIA_Fresh_R9_20220123.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	30% NCE	15 Da	20 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
InVitroAgingOocyte_DIA_Aging_R2_20220123	Mus musculus	Oocyte	not available	embryonic stage	not available	not available	Oocyte	cell	single cell	not applicable	InVitroAgingOocyte_DIA_Aging_R2_20220123	1	50	InVitroAgingOocyte_DIA_Aging_R2_20220123	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	InVitroAgingOocyte_DIA_Aging_R2_20220123.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD045614/InVitroAgingOocyte_DIA_Aging_R2_20220123.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	30% NCE	15 Da	20 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
InVitroAgingOocyte_DIA_Fresh_R7_20220123	Mus musculus	Oocyte	not available	embryonic stage	not available	not available	Oocyte	cell	single cell	not applicable	InVitroAgingOocyte_DIA_Fresh_R7_20220123	1	51	InVitroAgingOocyte_DIA_Fresh_R7_20220123	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	InVitroAgingOocyte_DIA_Fresh_R7_20220123.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD045614/InVitroAgingOocyte_DIA_Fresh_R7_20220123.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	30% NCE	15 Da	20 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
InVitroAgingOocyte_DIA_Rescue_R2_20220123	Mus musculus	Oocyte	not available	embryonic stage	not available	not available	Oocyte	cell	single cell	not applicable	InVitroAgingOocyte_DIA_Rescue_R2_20220123	1	52	InVitroAgingOocyte_DIA_Rescue_R2_20220123	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	InVitroAgingOocyte_DIA_Rescue_R2_20220123.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD045614/InVitroAgingOocyte_DIA_Rescue_R2_20220123.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	30% NCE	15 Da	20 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
InVitroAgingOocyte_DIA_Fresh_R4_20220123	Mus musculus	Oocyte	not available	embryonic stage	not available	not available	Oocyte	cell	single cell	not applicable	InVitroAgingOocyte_DIA_Fresh_R4_20220123	1	53	InVitroAgingOocyte_DIA_Fresh_R4_20220123	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	InVitroAgingOocyte_DIA_Fresh_R4_20220123.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD045614/InVitroAgingOocyte_DIA_Fresh_R4_20220123.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	30% NCE	15 Da	20 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
InVitroAgingOocyte_DIA_Fresh_R8_20220123	Mus musculus	Oocyte	not available	embryonic stage	not available	not available	Oocyte	cell	single cell	not applicable	InVitroAgingOocyte_DIA_Fresh_R8_20220123	1	54	InVitroAgingOocyte_DIA_Fresh_R8_20220123	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	InVitroAgingOocyte_DIA_Fresh_R8_20220123.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD045614/InVitroAgingOocyte_DIA_Fresh_R8_20220123.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	30% NCE	15 Da	20 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
SingleMII-DIA-R1-20220112	Mus musculus	Oocyte	not available	embryonic stage	not available	not available	Oocyte	cell	single cell	not applicable	SingleMII-DIA-R1-20220112	1	55	SingleMII-DIA-R1-20220112	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	SingleMII-DIA-R1-20220112.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD045614/SingleMII-DIA-R1-20220112.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	30% NCE	15 Da	20 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
InVitroAgingOocyte_DIA_Aging_R4_20220123	Mus musculus	Oocyte	not available	embryonic stage	not available	not available	Oocyte	cell	single cell	not applicable	InVitroAgingOocyte_DIA_Aging_R4_20220123	1	56	InVitroAgingOocyte_DIA_Aging_R4_20220123	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	InVitroAgingOocyte_DIA_Aging_R4_20220123.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD045614/InVitroAgingOocyte_DIA_Aging_R4_20220123.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	30% NCE	15 Da	20 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
InVitroAgingOocyte_DIA_Rescue_R1_20220123	Mus musculus	Oocyte	not available	embryonic stage	not available	not available	Oocyte	cell	single cell	not applicable	InVitroAgingOocyte_DIA_Rescue_R1_20220123	1	57	InVitroAgingOocyte_DIA_Rescue_R1_20220123	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	InVitroAgingOocyte_DIA_Rescue_R1_20220123.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD045614/InVitroAgingOocyte_DIA_Rescue_R1_20220123.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	30% NCE	15 Da	20 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
GV-MII-Zygote-10ng-Boxcar-3MSX-R1-20210108	Mus musculus	Oocyte	not available	embryonic stage	not available	not available	Oocyte	cell	single cell	not applicable	GV-MII-Zygote-10ng-Boxcar-3MSX-R1-20210108	1	58	GV-MII-Zygote-10ng-Boxcar-3MSX-R1-20210108	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	GV-MII-Zygote-10ng-Boxcar-3MSX-R1-20210108.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD045614/GV-MII-Zygote-10ng-Boxcar-3MSX-R1-20210108.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	30% NCE	15 Da	20 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
InVitroAgingOocyte_DIA_Rescue_R8_20220123	Mus musculus	Oocyte	not available	embryonic stage	not available	not available	Oocyte	cell	single cell	not applicable	InVitroAgingOocyte_DIA_Rescue_R8_20220123	1	59	InVitroAgingOocyte_DIA_Rescue_R8_20220123	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	InVitroAgingOocyte_DIA_Rescue_R8_20220123.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD045614/InVitroAgingOocyte_DIA_Rescue_R8_20220123.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	30% NCE	15 Da	20 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
SingleMII_Fresh_R1_20230225	Mus musculus	Oocyte	not available	embryonic stage	not available	not available	Oocyte	cell	single cell	not applicable	SingleMII_Fresh_R1_20230225	1	60	SingleMII_Fresh_R1_20230225	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	SingleMII_Fresh_R1_20230225.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD045614/SingleMII_Fresh_R1_20230225.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	30% NCE	15 Da	20 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
InVitroAgingOocyte_DIA_Rescue_R7_20220123	Mus musculus	Oocyte	not available	embryonic stage	not available	not available	Oocyte	cell	single cell	not applicable	InVitroAgingOocyte_DIA_Rescue_R7_20220123	1	61	InVitroAgingOocyte_DIA_Rescue_R7_20220123	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	InVitroAgingOocyte_DIA_Rescue_R7_20220123.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD045614/InVitroAgingOocyte_DIA_Rescue_R7_20220123.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	30% NCE	15 Da	20 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
GV-MII-Zygote-HPRP-library-F5_20211225	Mus musculus	Oocyte	not available	embryonic stage	not available	not available	Oocyte	cell	single cell	not applicable	GV-MII-Zygote-HPRP-library-F5_20211225	1	62	GV-MII-Zygote-HPRP-library-F5_20211225	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	GV-MII-Zygote-HPRP-library-F5_20211225.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD045614/GV-MII-Zygote-HPRP-library-F5_20211225.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	30% NCE	15 Da	20 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
GV-MII-Zygote-10ng-Boxcar-3MSX-R3-20210108	Mus musculus	Oocyte	not available	embryonic stage	not available	not available	Oocyte	cell	single cell	not applicable	GV-MII-Zygote-10ng-Boxcar-3MSX-R3-20210108	1	63	GV-MII-Zygote-10ng-Boxcar-3MSX-R3-20210108	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	GV-MII-Zygote-10ng-Boxcar-3MSX-R3-20210108.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD045614/GV-MII-Zygote-10ng-Boxcar-3MSX-R3-20210108.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	30% NCE	15 Da	20 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
InVitroAgingOocyte_DIA_Fresh_R3_20220123	Mus musculus	Oocyte	not available	embryonic stage	not available	not available	Oocyte	cell	single cell	not applicable	InVitroAgingOocyte_DIA_Fresh_R3_20220123	1	64	InVitroAgingOocyte_DIA_Fresh_R3_20220123	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	InVitroAgingOocyte_DIA_Fresh_R3_20220123.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD045614/InVitroAgingOocyte_DIA_Fresh_R3_20220123.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	30% NCE	15 Da	20 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
SingleMII_Aging_R3_20230227	Mus musculus	Oocyte	not available	embryonic stage	not available	not available	Oocyte	cell	single cell	not applicable	SingleMII_Aging_R3_20230227	1	65	SingleMII_Aging_R3_20230227	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	SingleMII_Aging_R3_20230227.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD045614/SingleMII_Aging_R3_20230227.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	30% NCE	15 Da	20 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
InVitroAgingOocyte_DIA_Aging_R6_20220123	Mus musculus	Oocyte	not available	embryonic stage	not available	not available	Oocyte	cell	single cell	not applicable	InVitroAgingOocyte_DIA_Aging_R6_20220123	1	66	InVitroAgingOocyte_DIA_Aging_R6_20220123	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	InVitroAgingOocyte_DIA_Aging_R6_20220123.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD045614/InVitroAgingOocyte_DIA_Aging_R6_20220123.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	30% NCE	15 Da	20 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
SingleMII_MG132_R1_20230225	Mus musculus	Oocyte	not available	embryonic stage	not available	not available	Oocyte	cell	single cell	not applicable	SingleMII_MG132_R1_20230225	1	67	SingleMII_MG132_R1_20230225	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	SingleMII_MG132_R1_20230225.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD045614/SingleMII_MG132_R1_20230225.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	30% NCE	15 Da	20 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
