source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[material type]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	assay name	technology type	comment[technical replicate]	comment[sample preparation batch]	comment[proteomics data acquisition method]	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[label]	comment[carrier channel]	comment[reference channel]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[facs nozzle size]	comment[facs sorting mode]	comment[microfluidics chip type]	comment[lcm microscope model]	comment[nanopots chip version]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
AD_TMT_plate1_A8	Homo sapiens	Brain	not available	not available	tissue	single cell	cellenONE	AD_TMT_plate1_A8	1	66	AD_TMT_plate1_A8	proteomic profiling by mass spectrometry	1	plate1	NT=Data-dependent acquisition;AC=PRIDE:0000627	AD_TMT_plate1_A8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD063590/AD_TMT_plate1_A8.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
AD_TMT_plate1_C9	Homo sapiens	Brain	not available	not available	tissue	single cell	cellenONE	AD_TMT_plate1_C9	1	67	AD_TMT_plate1_C9	proteomic profiling by mass spectrometry	1	plate1	NT=Data-dependent acquisition;AC=PRIDE:0000627	AD_TMT_plate1_C9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD063590/AD_TMT_plate1_C9.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
AD_TMT_plate1_C5	Homo sapiens	Brain	not available	not available	tissue	single cell	cellenONE	AD_TMT_plate1_C5	1	68	AD_TMT_plate1_C5	proteomic profiling by mass spectrometry	1	plate1	NT=Data-dependent acquisition;AC=PRIDE:0000627	AD_TMT_plate1_C5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD063590/AD_TMT_plate1_C5.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
AD_TMT_plate1_C16	Homo sapiens	Brain	not available	not available	tissue	single cell	cellenONE	AD_TMT_plate1_C16	1	69	AD_TMT_plate1_C16	proteomic profiling by mass spectrometry	1	plate1	NT=Data-dependent acquisition;AC=PRIDE:0000627	AD_TMT_plate1_C16.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD063590/AD_TMT_plate1_C16.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
AD_TMT_plate1_A7	Homo sapiens	Brain	not available	not available	tissue	single cell	cellenONE	AD_TMT_plate1_A7	1	70	AD_TMT_plate1_A7	proteomic profiling by mass spectrometry	1	plate1	NT=Data-dependent acquisition;AC=PRIDE:0000627	AD_TMT_plate1_A7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD063590/AD_TMT_plate1_A7.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
Rep_AD_TMT_plate2_A19	Homo sapiens	Brain	not available	not available	tissue	single cell	cellenONE	Rep_AD_TMT_plate2_A19	1	71	Rep_AD_TMT_plate2_A19	proteomic profiling by mass spectrometry	1	plate2	NT=Data-dependent acquisition;AC=PRIDE:0000627	Rep_AD_TMT_plate2_A19.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD063590/Rep_AD_TMT_plate2_A19.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
AD_TMT_plate1_A10	Homo sapiens	Brain	not available	not available	tissue	single cell	cellenONE	AD_TMT_plate1_A10	1	72	AD_TMT_plate1_A10	proteomic profiling by mass spectrometry	1	plate1	NT=Data-dependent acquisition;AC=PRIDE:0000627	AD_TMT_plate1_A10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD063590/AD_TMT_plate1_A10.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
AD_TMT_plate1_A3	Homo sapiens	Brain	not available	not available	tissue	single cell	cellenONE	AD_TMT_plate1_A3	1	73	AD_TMT_plate1_A3	proteomic profiling by mass spectrometry	1	plate1	NT=Data-dependent acquisition;AC=PRIDE:0000627	AD_TMT_plate1_A3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD063590/AD_TMT_plate1_A3.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
AD_TMT_plate1_C12	Homo sapiens	Brain	not available	not available	tissue	single cell	cellenONE	AD_TMT_plate1_C12	1	74	AD_TMT_plate1_C12	proteomic profiling by mass spectrometry	1	plate1	NT=Data-dependent acquisition;AC=PRIDE:0000627	AD_TMT_plate1_C12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD063590/AD_TMT_plate1_C12.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
Rep_AD_TMT_plate2_C12	Homo sapiens	Brain	not available	not available	tissue	single cell	cellenONE	Rep_AD_TMT_plate2_C12	1	75	Rep_AD_TMT_plate2_C12	proteomic profiling by mass spectrometry	1	plate2	NT=Data-dependent acquisition;AC=PRIDE:0000627	Rep_AD_TMT_plate2_C12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD063590/Rep_AD_TMT_plate2_C12.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
AD_TMT_plate1_C13	Homo sapiens	Brain	not available	not available	tissue	single cell	cellenONE	AD_TMT_plate1_C13	1	76	AD_TMT_plate1_C13	proteomic profiling by mass spectrometry	1	plate1	NT=Data-dependent acquisition;AC=PRIDE:0000627	AD_TMT_plate1_C13.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD063590/AD_TMT_plate1_C13.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
AD_TMT_plate1_A2	Homo sapiens	Brain	not available	not available	tissue	single cell	cellenONE	AD_TMT_plate1_A2	1	77	AD_TMT_plate1_A2	proteomic profiling by mass spectrometry	1	plate1	NT=Data-dependent acquisition;AC=PRIDE:0000627	AD_TMT_plate1_A2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD063590/AD_TMT_plate1_A2.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
Rep_AD_TMT_plate2_C16	Homo sapiens	Brain	not available	not available	tissue	single cell	cellenONE	Rep_AD_TMT_plate2_C16	1	78	Rep_AD_TMT_plate2_C16	proteomic profiling by mass spectrometry	1	plate2	NT=Data-dependent acquisition;AC=PRIDE:0000627	Rep_AD_TMT_plate2_C16.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD063590/Rep_AD_TMT_plate2_C16.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
AD_TMT_plate1_A21	Homo sapiens	Brain	not available	not available	tissue	single cell	cellenONE	AD_TMT_plate1_A21	1	79	AD_TMT_plate1_A21	proteomic profiling by mass spectrometry	1	plate1	NT=Data-dependent acquisition;AC=PRIDE:0000627	AD_TMT_plate1_A21.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD063590/AD_TMT_plate1_A21.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
Rep_AD_TMT_plate2_C7	Homo sapiens	Brain	not available	not available	tissue	single cell	cellenONE	Rep_AD_TMT_plate2_C7	1	80	Rep_AD_TMT_plate2_C7	proteomic profiling by mass spectrometry	1	plate2	NT=Data-dependent acquisition;AC=PRIDE:0000627	Rep_AD_TMT_plate2_C7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD063590/Rep_AD_TMT_plate2_C7.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
Rep_AD_TMT_plate2_C17	Homo sapiens	Brain	not available	not available	tissue	single cell	cellenONE	Rep_AD_TMT_plate2_C17	1	81	Rep_AD_TMT_plate2_C17	proteomic profiling by mass spectrometry	1	plate2	NT=Data-dependent acquisition;AC=PRIDE:0000627	Rep_AD_TMT_plate2_C17.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD063590/Rep_AD_TMT_plate2_C17.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
AD_TMT_plate1_A14	Homo sapiens	Brain	not available	not available	tissue	single cell	cellenONE	AD_TMT_plate1_A14	1	82	AD_TMT_plate1_A14	proteomic profiling by mass spectrometry	1	plate1	NT=Data-dependent acquisition;AC=PRIDE:0000627	AD_TMT_plate1_A14.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD063590/AD_TMT_plate1_A14.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
AD_TMT_plate1_A1	Homo sapiens	Brain	not available	not available	tissue	single cell	cellenONE	AD_TMT_plate1_A1	1	83	AD_TMT_plate1_A1	proteomic profiling by mass spectrometry	1	plate1	NT=Data-dependent acquisition;AC=PRIDE:0000627	AD_TMT_plate1_A1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD063590/AD_TMT_plate1_A1.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
Rep_AD_TMT_plate2_A10	Homo sapiens	Brain	not available	not available	tissue	single cell	cellenONE	Rep_AD_TMT_plate2_A10	1	84	Rep_AD_TMT_plate2_A10	proteomic profiling by mass spectrometry	1	plate2	NT=Data-dependent acquisition;AC=PRIDE:0000627	Rep_AD_TMT_plate2_A10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD063590/Rep_AD_TMT_plate2_A10.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
AD_TMT_plate1_C20	Homo sapiens	Brain	not available	not available	tissue	single cell	cellenONE	AD_TMT_plate1_C20	1	85	AD_TMT_plate1_C20	proteomic profiling by mass spectrometry	1	plate1	NT=Data-dependent acquisition;AC=PRIDE:0000627	AD_TMT_plate1_C20.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD063590/AD_TMT_plate1_C20.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
Rep_AD_TMT_plate2_A20	Homo sapiens	Brain	not available	not available	tissue	single cell	cellenONE	Rep_AD_TMT_plate2_A20	1	86	Rep_AD_TMT_plate2_A20	proteomic profiling by mass spectrometry	1	plate2	NT=Data-dependent acquisition;AC=PRIDE:0000627	Rep_AD_TMT_plate2_A20.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD063590/Rep_AD_TMT_plate2_A20.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
AD_TMT_plate1_C18	Homo sapiens	Brain	not available	not available	tissue	single cell	cellenONE	AD_TMT_plate1_C18	1	87	AD_TMT_plate1_C18	proteomic profiling by mass spectrometry	1	plate1	NT=Data-dependent acquisition;AC=PRIDE:0000627	AD_TMT_plate1_C18.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD063590/AD_TMT_plate1_C18.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
Rep_AD_TMT_plate2_A4	Homo sapiens	Brain	not available	not available	tissue	single cell	cellenONE	Rep_AD_TMT_plate2_A4	1	88	Rep_AD_TMT_plate2_A4	proteomic profiling by mass spectrometry	1	plate2	NT=Data-dependent acquisition;AC=PRIDE:0000627	Rep_AD_TMT_plate2_A4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD063590/Rep_AD_TMT_plate2_A4.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
AD_TMT_plate1_C14	Homo sapiens	Brain	not available	not available	tissue	single cell	cellenONE	AD_TMT_plate1_C14	1	89	AD_TMT_plate1_C14	proteomic profiling by mass spectrometry	1	plate1	NT=Data-dependent acquisition;AC=PRIDE:0000627	AD_TMT_plate1_C14.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD063590/AD_TMT_plate1_C14.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
