source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[developmental stage]	characteristics[strain or breed]	characteristics[sex]	characteristics[cell type]	characteristics[material type]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	assay name	technology type	comment[technical replicate]	comment[sample preparation batch]	comment[proteomics data acquisition method]	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[label]	comment[carrier channel]	comment[reference channel]	comment[instrument]	comment[cleavage agent details]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[facs nozzle size]	comment[facs sorting mode]	comment[microfluidics chip type]	comment[lcm microscope model]	comment[nanopots chip version]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
2017-09-01_CL06_1cell_7_2	Danio rerio	Embryo	not available	embryonic stage	not available	not available	Stem cell	cell	single cell	manual picking	2017-09-01_CL06_1cell_7_2	1	60	2017-09-01_CL06_1cell_7_2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	2017-09-01_CL06_1cell_7_2.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD006905/2017-09-01_CL06_1cell_7_2.RAW	1	label free sample	not applicable	not applicable	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
2016-10-05_CL03_64-cell1_9-15_2	Danio rerio	Embryo	not available	embryonic stage	not available	not available	Stem cell	cell	single cell	manual picking	2016-10-05_CL03_64-cell1_9-15_2	1	61	2016-10-05_CL03_64-cell1_9-15_2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	2016-10-05_CL03_64-cell1_9-15_2.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD006905/2016-10-05_CL03_64-cell1_9-15_2.RAW	1	label free sample	not applicable	not applicable	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
2016-08-26_CL02_128-2_8-16_1	Danio rerio	Embryo	not available	embryonic stage	not available	not available	Stem cell	cell	single cell	manual picking	2016-08-26_CL02_128-2_8-16_1	1	62	2016-08-26_CL02_128-2_8-16_1	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	2016-08-26_CL02_128-2_8-16_1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD006905/2016-08-26_CL02_128-2_8-16_1.RAW	1	label free sample	not applicable	not applicable	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
2017-10-27_CL04_Cell8_10252017_3	Danio rerio	Embryo	not available	embryonic stage	not available	not available	Stem cell	cell	single cell	manual picking	2017-10-27_CL04_Cell8_10252017_3	1	63	2017-10-27_CL04_Cell8_10252017_3	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	2017-10-27_CL04_Cell8_10252017_3.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD006905/2017-10-27_CL04_Cell8_10252017_3.RAW	1	label free sample	not applicable	not applicable	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
2016-08-25_CL06_64-2_8-16_3	Danio rerio	Embryo	not available	embryonic stage	not available	not available	Stem cell	cell	single cell	manual picking	2016-08-25_CL06_64-2_8-16_3	1	64	2016-08-25_CL06_64-2_8-16_3	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	2016-08-25_CL06_64-2_8-16_3.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD006905/2016-08-25_CL06_64-2_8-16_3.RAW	1	label free sample	not applicable	not applicable	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
2016-08-03_CL02_nESI_D11_usample-AmmBic_5-1	Danio rerio	Embryo	not available	embryonic stage	not available	not available	Stem cell	cell	single cell	manual picking	2016-08-03_CL02_nESI_D11_usample-AmmBic_5-1	1	65	2016-08-03_CL02_nESI_D11_usample-AmmBic_5-1	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	2016-08-03_CL02_nESI_D11_usample-AmmBic_5-1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD006905/2016-08-03_CL02_nESI_D11_usample-AmmBic_5-1.RAW	1	label free sample	not applicable	not applicable	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
2016-10-06_CL06_32cell1_9-15_2	Danio rerio	Embryo	not available	embryonic stage	not available	not available	Stem cell	cell	pooled	manual picking	2016-10-06_CL06_32cell1_9-15_2	32	66	2016-10-06_CL06_32cell1_9-15_2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	2016-10-06_CL06_32cell1_9-15_2.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD006905/2016-10-06_CL06_32cell1_9-15_2.RAW	1	label free sample	not applicable	not applicable	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
2017-09-08_CL03_1-cell_8_3	Danio rerio	Embryo	not available	embryonic stage	not available	not available	Stem cell	cell	single cell	manual picking	2017-09-08_CL03_1-cell_8_3	1	67	2017-09-08_CL03_1-cell_8_3	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	2017-09-08_CL03_1-cell_8_3.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD006905/2017-09-08_CL03_1-cell_8_3.RAW	1	label free sample	not applicable	not applicable	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
2017-10-29_CL03_Cell3_10252017_2	Danio rerio	Embryo	not available	embryonic stage	not available	not available	Stem cell	cell	single cell	manual picking	2017-10-29_CL03_Cell3_10252017_2	1	68	2017-10-29_CL03_Cell3_10252017_2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	2017-10-29_CL03_Cell3_10252017_2.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD006905/2017-10-29_CL03_Cell3_10252017_2.RAW	1	label free sample	not applicable	not applicable	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
2017-09-08_CL02_1-cell_8_2	Danio rerio	Embryo	not available	embryonic stage	not available	not available	Stem cell	cell	single cell	manual picking	2017-09-08_CL02_1-cell_8_2	1	69	2017-09-08_CL02_1-cell_8_2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	2017-09-08_CL02_1-cell_8_2.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD006905/2017-09-08_CL02_1-cell_8_2.RAW	1	label free sample	not applicable	not applicable	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
2017-10-31_CL04_Cell14_10252017_1	Danio rerio	Embryo	not available	embryonic stage	not available	not available	Stem cell	cell	single cell	manual picking	2017-10-31_CL04_Cell14_10252017_1	1	70	2017-10-31_CL04_Cell14_10252017_1	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	2017-10-31_CL04_Cell14_10252017_1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD006905/2017-10-31_CL04_Cell14_10252017_1.RAW	1	label free sample	not applicable	not applicable	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
2016-12-05_CL04_Zeb-2cell_2-1	Danio rerio	Embryo	not available	embryonic stage	not available	not available	Stem cell	cell	pooled	manual picking	2016-12-05_CL04_Zeb-2cell_2-1	2	71	2016-12-05_CL04_Zeb-2cell_2-1	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	2016-12-05_CL04_Zeb-2cell_2-1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD006905/2016-12-05_CL04_Zeb-2cell_2-1.RAW	1	label free sample	not applicable	not applicable	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
2017-10-16_CL05_Cel6-10112017_1	Danio rerio	Embryo	not available	embryonic stage	not available	not available	Stem cell	cell	single cell	manual picking	2017-10-16_CL05_Cel6-10112017_1	1	72	2017-10-16_CL05_Cel6-10112017_1	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	2017-10-16_CL05_Cel6-10112017_1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD006905/2017-10-16_CL05_Cel6-10112017_1.RAW	1	label free sample	not applicable	not applicable	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
2017-09-01_CL02_1cell_5_3	Danio rerio	Embryo	not available	embryonic stage	not available	not available	Stem cell	cell	single cell	manual picking	2017-09-01_CL02_1cell_5_3	1	73	2017-09-01_CL02_1cell_5_3	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	2017-09-01_CL02_1cell_5_3.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD006905/2017-09-01_CL02_1cell_5_3.RAW	1	label free sample	not applicable	not applicable	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
2016-10-07_CL05_16cell1_10-06_2	Danio rerio	Embryo	not available	embryonic stage	not available	not available	Stem cell	cell	pooled	manual picking	2016-10-07_CL05_16cell1_10-06_2	16	74	2016-10-07_CL05_16cell1_10-06_2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	2016-10-07_CL05_16cell1_10-06_2.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD006905/2016-10-07_CL05_16cell1_10-06_2.RAW	1	label free sample	not applicable	not applicable	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
2016-10-07_CL06_16cell1_10-06_3	Danio rerio	Embryo	not available	embryonic stage	not available	not available	Stem cell	cell	pooled	manual picking	2016-10-07_CL06_16cell1_10-06_3	16	75	2016-10-07_CL06_16cell1_10-06_3	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	2016-10-07_CL06_16cell1_10-06_3.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD006905/2016-10-07_CL06_16cell1_10-06_3.RAW	1	label free sample	not applicable	not applicable	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
2016-12-06_CL05_Zeb_2cells_3-3	Danio rerio	Embryo	not available	embryonic stage	not available	not available	Stem cell	cell	pooled	manual picking	2016-12-06_CL05_Zeb_2cells_3-3	2	76	2016-12-06_CL05_Zeb_2cells_3-3	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	2016-12-06_CL05_Zeb_2cells_3-3.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD006905/2016-12-06_CL05_Zeb_2cells_3-3.RAW	1	label free sample	not applicable	not applicable	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
2017-10-25_CL02_Cell1_10242017_1	Danio rerio	Embryo	not available	embryonic stage	not available	not available	Stem cell	cell	single cell	manual picking	2017-10-25_CL02_Cell1_10242017_1	1	77	2017-10-25_CL02_Cell1_10242017_1	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	2017-10-25_CL02_Cell1_10242017_1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD006905/2017-10-25_CL02_Cell1_10242017_1.RAW	1	label free sample	not applicable	not applicable	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
2017-10-27_CL02_Cell8_10252017_1	Danio rerio	Embryo	not available	embryonic stage	not available	not available	Stem cell	cell	single cell	manual picking	2017-10-27_CL02_Cell8_10252017_1	1	78	2017-10-27_CL02_Cell8_10252017_1	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	2017-10-27_CL02_Cell8_10252017_1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD006905/2017-10-27_CL02_Cell8_10252017_1.RAW	1	label free sample	not applicable	not applicable	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
2017-10-31_CL02_Cell4_10252017_1	Danio rerio	Embryo	not available	embryonic stage	not available	not available	Stem cell	cell	single cell	manual picking	2017-10-31_CL02_Cell4_10252017_1	1	79	2017-10-31_CL02_Cell4_10252017_1	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	2017-10-31_CL02_Cell4_10252017_1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD006905/2017-10-31_CL02_Cell4_10252017_1.RAW	1	label free sample	not applicable	not applicable	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
2017-11-03_CL03_Cell12_10252017_1	Danio rerio	Embryo	not available	embryonic stage	not available	not available	Stem cell	cell	single cell	manual picking	2017-11-03_CL03_Cell12_10252017_1	1	80	2017-11-03_CL03_Cell12_10252017_1	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	2017-11-03_CL03_Cell12_10252017_1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD006905/2017-11-03_CL03_Cell12_10252017_1.RAW	1	label free sample	not applicable	not applicable	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
2016-08-03_CL03_nESI_D11_usample-AmmBic_5-2	Danio rerio	Embryo	not available	embryonic stage	not available	not available	Stem cell	cell	single cell	manual picking	2016-08-03_CL03_nESI_D11_usample-AmmBic_5-2	1	81	2016-08-03_CL03_nESI_D11_usample-AmmBic_5-2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	2016-08-03_CL03_nESI_D11_usample-AmmBic_5-2.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD006905/2016-08-03_CL03_nESI_D11_usample-AmmBic_5-2.RAW	1	label free sample	not applicable	not applicable	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
2016-10-07_CL03_32cell5_9-15_3	Danio rerio	Embryo	not available	embryonic stage	not available	not available	Stem cell	cell	pooled	manual picking	2016-10-07_CL03_32cell5_9-15_3	32	82	2016-10-07_CL03_32cell5_9-15_3	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	2016-10-07_CL03_32cell5_9-15_3.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD006905/2016-10-07_CL03_32cell5_9-15_3.RAW	1	label free sample	not applicable	not applicable	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
2017-11-04_CL03_Cell7_10252017_2	Danio rerio	Embryo	not available	embryonic stage	not available	not available	Stem cell	cell	single cell	manual picking	2017-11-04_CL03_Cell7_10252017_2	1	83	2017-11-04_CL03_Cell7_10252017_2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	2017-11-04_CL03_Cell7_10252017_2.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD006905/2017-11-04_CL03_Cell7_10252017_2.RAW	1	label free sample	not applicable	not applicable	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
2016-07-27_CL03_nESI_D11_u-AmmBic_1-2	Danio rerio	Embryo	not available	embryonic stage	not available	not available	Stem cell	cell	single cell	manual picking	2016-07-27_CL03_nESI_D11_u-AmmBic_1-2	1	84	2016-07-27_CL03_nESI_D11_u-AmmBic_1-2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	2016-07-27_CL03_nESI_D11_u-AmmBic_1-2.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD006905/2016-07-27_CL03_nESI_D11_u-AmmBic_1-2.RAW	1	label free sample	not applicable	not applicable	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
2017-10-31_CL03_Cell4_10252017_2	Danio rerio	Embryo	not available	embryonic stage	not available	not available	Stem cell	cell	single cell	manual picking	2017-10-31_CL03_Cell4_10252017_2	1	85	2017-10-31_CL03_Cell4_10252017_2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	2017-10-31_CL03_Cell4_10252017_2.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD006905/2017-10-31_CL03_Cell4_10252017_2.RAW	1	label free sample	not applicable	not applicable	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
2017-09-06_CL02_1-cell_12_1	Danio rerio	Embryo	not available	embryonic stage	not available	not available	Stem cell	cell	single cell	manual picking	2017-09-06_CL02_1-cell_12_1	1	86	2017-09-06_CL02_1-cell_12_1	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	2017-09-06_CL02_1-cell_12_1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD006905/2017-09-06_CL02_1-cell_12_1.RAW	1	label free sample	not applicable	not applicable	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
2016-08-29_CL05_128-Cells_8-16_4-3	Danio rerio	Embryo	not available	embryonic stage	not available	not available	Stem cell	cell	single cell	manual picking	2016-08-29_CL05_128-Cells_8-16_4-3	1	87	2016-08-29_CL05_128-Cells_8-16_4-3	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	2016-08-29_CL05_128-Cells_8-16_4-3.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD006905/2016-08-29_CL05_128-Cells_8-16_4-3.RAW	1	label free sample	not applicable	not applicable	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
2016-08-30_CL07_128-cell_3_8-16_3	Danio rerio	Embryo	not available	embryonic stage	not available	not available	Stem cell	cell	single cell	manual picking	2016-08-30_CL07_128-cell_3_8-16_3	1	88	2016-08-30_CL07_128-cell_3_8-16_3	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	2016-08-30_CL07_128-cell_3_8-16_3.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD006905/2016-08-30_CL07_128-cell_3_8-16_3.RAW	1	label free sample	not applicable	not applicable	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
2017-11-03_CL04_Cell12_10252017_2	Danio rerio	Embryo	not available	embryonic stage	not available	not available	Stem cell	cell	single cell	manual picking	2017-11-03_CL04_Cell12_10252017_2	1	89	2017-11-03_CL04_Cell12_10252017_2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	2017-11-03_CL04_Cell12_10252017_2.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD006905/2017-11-03_CL04_Cell12_10252017_2.RAW	1	label free sample	not applicable	not applicable	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
