source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[individual]	characteristics[ancestry category]	characteristics[cell type]	characteristics[material type]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	assay name	technology type	comment[technical replicate]	comment[sample preparation batch]	comment[proteomics data acquisition method]	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[label]	comment[carrier channel]	comment[reference channel]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[facs nozzle size]	comment[facs sorting mode]	comment[microfluidics chip type]	comment[lcm microscope model]	comment[nanopots chip version]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
20230822_SingleCells_HPDE_18	Homo sapiens	Epithelial cell	Pancreatic cancer	not available	not available	not available	not available	not available	Epithelial cell	cell	single cell	not applicable	20230822_SingleCells_HPDE_18	1	125	20230822_SingleCells_HPDE_18	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20230822_SingleCells_HPDE_18.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055915/20230822_SingleCells_HPDE_18.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230822_SingleCells_HPAF_4	Homo sapiens	Epithelial cell	Pancreatic cancer	not available	not available	not available	not available	not available	Epithelial cell	cell	single cell	not applicable	20230822_SingleCells_HPAF_4	1	126	20230822_SingleCells_HPAF_4	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20230822_SingleCells_HPAF_4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055915/20230822_SingleCells_HPAF_4.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230822_Bulk_AsPc_3	Homo sapiens	Epithelial cell	Pancreatic cancer	not available	not available	not available	not available	not available	Epithelial cell	cell	bulk control	not applicable	20230822_Bulk_AsPc_3	not applicable	127	20230822_Bulk_AsPc_3	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20230822_Bulk_AsPc_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055915/20230822_Bulk_AsPc_3.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230406_PNAC1_single_cells_TGFb_D3_12	Homo sapiens	Epithelial cell	Pancreatic cancer	not available	not available	not available	not available	not available	Epithelial cell	cell	single cell	not applicable	20230406_PNAC1_single_cells_TGFb_D3_12	1	128	20230406_PNAC1_single_cells_TGFb_D3_12	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20230406_PNAC1_single_cells_TGFb_D3_12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055915/20230406_PNAC1_single_cells_TGFb_D3_12.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230406_PNAC1_single_cells_TGFb_D3_24	Homo sapiens	Epithelial cell	Pancreatic cancer	not available	not available	not available	not available	not available	Epithelial cell	cell	single cell	not applicable	20230406_PNAC1_single_cells_TGFb_D3_24	1	129	20230406_PNAC1_single_cells_TGFb_D3_24	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20230406_PNAC1_single_cells_TGFb_D3_24.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055915/20230406_PNAC1_single_cells_TGFb_D3_24.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230822_SingleCells_AsPc_21	Homo sapiens	Epithelial cell	Pancreatic cancer	not available	not available	not available	not available	not available	Epithelial cell	cell	single cell	not applicable	20230822_SingleCells_AsPc_21	1	130	20230822_SingleCells_AsPc_21	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20230822_SingleCells_AsPc_21.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055915/20230822_SingleCells_AsPc_21.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230822_SingleCells_MIA_10	Homo sapiens	Epithelial cell	Pancreatic cancer	not available	not available	not available	not available	not available	Epithelial cell	cell	single cell	not applicable	20230822_SingleCells_MIA_10	1	131	20230822_SingleCells_MIA_10	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20230822_SingleCells_MIA_10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055915/20230822_SingleCells_MIA_10.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230822_SingleCells_AsPc_7	Homo sapiens	Epithelial cell	Pancreatic cancer	not available	not available	not available	not available	not available	Epithelial cell	cell	single cell	not applicable	20230822_SingleCells_AsPc_7	1	132	20230822_SingleCells_AsPc_7	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20230822_SingleCells_AsPc_7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055915/20230822_SingleCells_AsPc_7.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230822_SingleCells_PANC_5	Homo sapiens	Epithelial cell	Pancreatic cancer	not available	not available	not available	not available	not available	Epithelial cell	cell	single cell	not applicable	20230822_SingleCells_PANC_5	1	133	20230822_SingleCells_PANC_5	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20230822_SingleCells_PANC_5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055915/20230822_SingleCells_PANC_5.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230822_SingleCells_AsPc_2	Homo sapiens	Epithelial cell	Pancreatic cancer	not available	not available	not available	not available	not available	Epithelial cell	cell	single cell	not applicable	20230822_SingleCells_AsPc_2	1	134	20230822_SingleCells_AsPc_2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20230822_SingleCells_AsPc_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055915/20230822_SingleCells_AsPc_2.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230406_PNAC1_single_cells_TGFb_D7_19	Homo sapiens	Epithelial cell	Pancreatic cancer	not available	not available	not available	not available	not available	Epithelial cell	cell	single cell	not applicable	20230406_PNAC1_single_cells_TGFb_D7_19	1	135	20230406_PNAC1_single_cells_TGFb_D7_19	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20230406_PNAC1_single_cells_TGFb_D7_19.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055915/20230406_PNAC1_single_cells_TGFb_D7_19.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230822_Bulk_MIA_4	Homo sapiens	Epithelial cell	Pancreatic cancer	not available	not available	not available	not available	not available	Epithelial cell	cell	bulk control	not applicable	20230822_Bulk_MIA_4	not applicable	136	20230822_Bulk_MIA_4	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20230822_Bulk_MIA_4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055915/20230822_Bulk_MIA_4.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230822_SingleCells_HPDE_24	Homo sapiens	Epithelial cell	Pancreatic cancer	not available	not available	not available	not available	not available	Epithelial cell	cell	single cell	not applicable	20230822_SingleCells_HPDE_24	1	137	20230822_SingleCells_HPDE_24	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20230822_SingleCells_HPDE_24.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055915/20230822_SingleCells_HPDE_24.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230406_PNAC1_single_cells_TGFb_D3_15	Homo sapiens	Epithelial cell	Pancreatic cancer	not available	not available	not available	not available	not available	Epithelial cell	cell	single cell	not applicable	20230406_PNAC1_single_cells_TGFb_D3_15	1	138	20230406_PNAC1_single_cells_TGFb_D3_15	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20230406_PNAC1_single_cells_TGFb_D3_15.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055915/20230406_PNAC1_single_cells_TGFb_D3_15.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230406_PNAC1_single_cells_TGFb_D7_14	Homo sapiens	Epithelial cell	Pancreatic cancer	not available	not available	not available	not available	not available	Epithelial cell	cell	single cell	not applicable	20230406_PNAC1_single_cells_TGFb_D7_14	1	139	20230406_PNAC1_single_cells_TGFb_D7_14	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20230406_PNAC1_single_cells_TGFb_D7_14.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055915/20230406_PNAC1_single_cells_TGFb_D7_14.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230630_PNAC1_TGFB_D7_1	Homo sapiens	Epithelial cell	Pancreatic cancer	not available	not available	not available	not available	not available	Epithelial cell	cell	single cell	not applicable	20230630_PNAC1_TGFB_D7_1	1	140	20230630_PNAC1_TGFB_D7_1	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20230630_PNAC1_TGFB_D7_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055915/20230630_PNAC1_TGFB_D7_1.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230822_SingleCells_AsPc_4	Homo sapiens	Epithelial cell	Pancreatic cancer	not available	not available	not available	not available	not available	Epithelial cell	cell	single cell	not applicable	20230822_SingleCells_AsPc_4	1	141	20230822_SingleCells_AsPc_4	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20230822_SingleCells_AsPc_4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055915/20230822_SingleCells_AsPc_4.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230822_SingleCells_MIA_12	Homo sapiens	Epithelial cell	Pancreatic cancer	not available	not available	not available	not available	not available	Epithelial cell	cell	single cell	not applicable	20230822_SingleCells_MIA_12	1	142	20230822_SingleCells_MIA_12	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20230822_SingleCells_MIA_12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055915/20230822_SingleCells_MIA_12.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230822_SingleCells_PANC_21	Homo sapiens	Epithelial cell	Pancreatic cancer	not available	not available	not available	not available	not available	Epithelial cell	cell	single cell	not applicable	20230822_SingleCells_PANC_21	1	143	20230822_SingleCells_PANC_21	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20230822_SingleCells_PANC_21.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055915/20230822_SingleCells_PANC_21.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230822_SingleCells_MIA_8	Homo sapiens	Epithelial cell	Pancreatic cancer	not available	not available	not available	not available	not available	Epithelial cell	cell	single cell	not applicable	20230822_SingleCells_MIA_8	1	144	20230822_SingleCells_MIA_8	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20230822_SingleCells_MIA_8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055915/20230822_SingleCells_MIA_8.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230406_PNAC1_single_cells_TGFb_D3_9	Homo sapiens	Epithelial cell	Pancreatic cancer	not available	not available	not available	not available	not available	Epithelial cell	cell	single cell	not applicable	20230406_PNAC1_single_cells_TGFb_D3_9	1	145	20230406_PNAC1_single_cells_TGFb_D3_9	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20230406_PNAC1_single_cells_TGFb_D3_9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055915/20230406_PNAC1_single_cells_TGFb_D3_9.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230822_SingleCells_AsPc_12	Homo sapiens	Epithelial cell	Pancreatic cancer	not available	not available	not available	not available	not available	Epithelial cell	cell	single cell	not applicable	20230822_SingleCells_AsPc_12	1	146	20230822_SingleCells_AsPc_12	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20230822_SingleCells_AsPc_12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055915/20230822_SingleCells_AsPc_12.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230822_Bulk_HPDE_5	Homo sapiens	Epithelial cell	Pancreatic cancer	not available	not available	not available	not available	not available	Epithelial cell	cell	bulk control	not applicable	20230822_Bulk_HPDE_5	not applicable	147	20230822_Bulk_HPDE_5	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20230822_Bulk_HPDE_5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055915/20230822_Bulk_HPDE_5.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230406_PNAC1_single_cells_TGFb_D3_14	Homo sapiens	Epithelial cell	Pancreatic cancer	not available	not available	not available	not available	not available	Epithelial cell	cell	single cell	not applicable	20230406_PNAC1_single_cells_TGFb_D3_14	1	148	20230406_PNAC1_single_cells_TGFb_D3_14	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20230406_PNAC1_single_cells_TGFb_D3_14.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055915/20230406_PNAC1_single_cells_TGFb_D3_14.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230406_PNAC1_single_cells_TGFb_D3_17	Homo sapiens	Epithelial cell	Pancreatic cancer	not available	not available	not available	not available	not available	Epithelial cell	cell	single cell	not applicable	20230406_PNAC1_single_cells_TGFb_D3_17	1	149	20230406_PNAC1_single_cells_TGFb_D3_17	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20230406_PNAC1_single_cells_TGFb_D3_17.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055915/20230406_PNAC1_single_cells_TGFb_D3_17.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230822_SingleCells_HPAF_25	Homo sapiens	Epithelial cell	Pancreatic cancer	not available	not available	not available	not available	not available	Epithelial cell	cell	single cell	not applicable	20230822_SingleCells_HPAF_25	1	150	20230822_SingleCells_HPAF_25	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20230822_SingleCells_HPAF_25.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055915/20230822_SingleCells_HPAF_25.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230406_PNAC1_single_cells_TGFb_D7_25	Homo sapiens	Epithelial cell	Pancreatic cancer	not available	not available	not available	not available	not available	Epithelial cell	cell	single cell	not applicable	20230406_PNAC1_single_cells_TGFb_D7_25	1	151	20230406_PNAC1_single_cells_TGFb_D7_25	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20230406_PNAC1_single_cells_TGFb_D7_25.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055915/20230406_PNAC1_single_cells_TGFb_D7_25.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
