source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[material type]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	assay name	technology type	comment[technical replicate]	comment[sample preparation batch]	comment[proteomics data acquisition method]	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[label]	comment[carrier channel]	comment[reference channel]	comment[instrument]	comment[cleavage agent details]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[facs nozzle size]	comment[facs sorting mode]	comment[microfluidics chip type]	comment[lcm microscope model]	comment[nanopots chip version]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
2020MK002_EVBO_008_02_Dil1_100_DIA_40x10_15K	Homo sapiens	not available	not available	not available	HeLa	cell	single cell	not applicable	2020MK002_EVBO_008_02_Dil1_100_DIA_40x10_15K	1	58	2020MK002_EVBO_008_02_Dil1_100_DIA_40x10_15K	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	2020MK002_EVBO_008_02_Dil1_100_DIA_40x10_15K.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD025766/2020MK002_EVBO_008_02_Dil1_100_DIA_40x10_15K.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	not applicable	NT=HCD;AC=MS:1002481	28% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
2020MK003_EVBO_013_01_100X4_TURBO_1ug	Homo sapiens	not available	not available	not available	HeLa	cell	single cell	not applicable	2020MK003_EVBO_013_01_100X4_TURBO_1ug	1	59	2020MK003_EVBO_013_01_100X4_TURBO_1ug	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	2020MK003_EVBO_013_01_100X4_TURBO_1ug.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD025766/2020MK003_EVBO_013_01_100X4_TURBO_1ug.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	not applicable	NT=HCD;AC=MS:1002481	28% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
2020MK003_EVBO_011_01_100X4_TURBO_10ng	Homo sapiens	not available	not available	not available	HeLa	cell	single cell	not applicable	2020MK003_EVBO_011_01_100X4_TURBO_10ng	1	60	2020MK003_EVBO_011_01_100X4_TURBO_10ng	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	2020MK003_EVBO_011_01_100X4_TURBO_10ng.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD025766/2020MK003_EVBO_011_01_100X4_TURBO_10ng.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	not applicable	NT=HCD;AC=MS:1002481	28% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
2020MK003_EVBO_024_01_100X4_NORMAL_1ng	Homo sapiens	not available	not available	not available	HeLa	cell	single cell	not applicable	2020MK003_EVBO_024_01_100X4_NORMAL_1ng	1	61	2020MK003_EVBO_024_01_100X4_NORMAL_1ng	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	2020MK003_EVBO_024_01_100X4_NORMAL_1ng.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD025766/2020MK003_EVBO_024_01_100X4_NORMAL_1ng.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	not applicable	NT=HCD;AC=MS:1002481	28% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
2020MK003_EVBO_017_01_100X4_RAPID_1ng	Homo sapiens	not available	not available	not available	HeLa	cell	single cell	not applicable	2020MK003_EVBO_017_01_100X4_RAPID_1ng	1	62	2020MK003_EVBO_017_01_100X4_RAPID_1ng	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	2020MK003_EVBO_017_01_100X4_RAPID_1ng.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD025766/2020MK003_EVBO_017_01_100X4_RAPID_1ng.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	not applicable	NT=HCD;AC=MS:1002481	28% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
2020MK003_EVBO_012_01_100X4_TURBO_100ng	Homo sapiens	not available	not available	not available	HeLa	cell	single cell	not applicable	2020MK003_EVBO_012_01_100X4_TURBO_100ng	1	63	2020MK003_EVBO_012_01_100X4_TURBO_100ng	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	2020MK003_EVBO_012_01_100X4_TURBO_100ng.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD025766/2020MK003_EVBO_012_01_100X4_TURBO_100ng.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	not applicable	NT=HCD;AC=MS:1002481	28% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
2020MK006_EVBO_13_03_40X10_30K_1ug	Homo sapiens	not available	not available	not available	HeLa	cell	single cell	not applicable	2020MK006_EVBO_13_03_40X10_30K_1ug	1	64	2020MK006_EVBO_13_03_40X10_30K_1ug	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	2020MK006_EVBO_13_03_40X10_30K_1ug.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD025766/2020MK006_EVBO_13_03_40X10_30K_1ug.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	not applicable	NT=HCD;AC=MS:1002481	28% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
2020MK006_EVBO_05_02_40X10_30K_10ng	Homo sapiens	not available	not available	not available	HeLa	cell	single cell	not applicable	2020MK006_EVBO_05_02_40X10_30K_10ng	1	65	2020MK006_EVBO_05_02_40X10_30K_10ng	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	2020MK006_EVBO_05_02_40X10_30K_10ng.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD025766/2020MK006_EVBO_05_02_40X10_30K_10ng.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	not applicable	NT=HCD;AC=MS:1002481	28% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
2020MK003_EVBO_022_01_40X10_NORMAL_100ng	Homo sapiens	not available	not available	not available	HeLa	cell	single cell	not applicable	2020MK003_EVBO_022_01_40X10_NORMAL_100ng	1	66	2020MK003_EVBO_022_01_40X10_NORMAL_100ng	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	2020MK003_EVBO_022_01_40X10_NORMAL_100ng.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD025766/2020MK003_EVBO_022_01_40X10_NORMAL_100ng.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	not applicable	NT=HCD;AC=MS:1002481	28% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
2020MK003_EVBO_017_03_100X4_RAPID_1ng	Homo sapiens	not available	not available	not available	HeLa	cell	single cell	not applicable	2020MK003_EVBO_017_03_100X4_RAPID_1ng	1	67	2020MK003_EVBO_017_03_100X4_RAPID_1ng	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	2020MK003_EVBO_017_03_100X4_RAPID_1ng.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD025766/2020MK003_EVBO_017_03_100X4_RAPID_1ng.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	not applicable	NT=HCD;AC=MS:1002481	28% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
2020MK003_EVBO_003_01B_40X10_RAPID_1ng	Homo sapiens	not available	not available	not available	HeLa	cell	single cell	not applicable	2020MK003_EVBO_003_01B_40X10_RAPID_1ng	1	68	2020MK003_EVBO_003_01B_40X10_RAPID_1ng	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	2020MK003_EVBO_003_01B_40X10_RAPID_1ng.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD025766/2020MK003_EVBO_003_01B_40X10_RAPID_1ng.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	not applicable	NT=HCD;AC=MS:1002481	28% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
2020MK002_EVBO_005_02_Dil1_100_DIA_40x10_TURBO	Homo sapiens	not available	not available	not available	HeLa	cell	single cell	not applicable	2020MK002_EVBO_005_02_Dil1_100_DIA_40x10_TURBO	1	69	2020MK002_EVBO_005_02_Dil1_100_DIA_40x10_TURBO	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	2020MK002_EVBO_005_02_Dil1_100_DIA_40x10_TURBO.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD025766/2020MK002_EVBO_005_02_Dil1_100_DIA_40x10_TURBO.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	not applicable	NT=HCD;AC=MS:1002481	28% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
2020MK003_EVBO_004_01_40X10_NORMAL_1ng	Homo sapiens	not available	not available	not available	HeLa	cell	single cell	not applicable	2020MK003_EVBO_004_01_40X10_NORMAL_1ng	1	70	2020MK003_EVBO_004_01_40X10_NORMAL_1ng	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	2020MK003_EVBO_004_01_40X10_NORMAL_1ng.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD025766/2020MK003_EVBO_004_01_40X10_NORMAL_1ng.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	not applicable	NT=HCD;AC=MS:1002481	28% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
2020MK006_EVBO_15_03_100x4_NORMAL_1ug	Homo sapiens	not available	not available	not available	HeLa	cell	single cell	not applicable	2020MK006_EVBO_15_03_100x4_NORMAL_1ug	1	71	2020MK006_EVBO_15_03_100x4_NORMAL_1ug	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	2020MK006_EVBO_15_03_100x4_NORMAL_1ug.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD025766/2020MK006_EVBO_15_03_100x4_NORMAL_1ug.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	not applicable	NT=HCD;AC=MS:1002481	28% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
2020MK003_EVBO_010_03_100X4_TURBO_1ng	Homo sapiens	not available	not available	not available	HeLa	cell	single cell	not applicable	2020MK003_EVBO_010_03_100X4_TURBO_1ng	1	72	2020MK003_EVBO_010_03_100X4_TURBO_1ng	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	2020MK003_EVBO_010_03_100X4_TURBO_1ng.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD025766/2020MK003_EVBO_010_03_100X4_TURBO_1ng.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	not applicable	NT=HCD;AC=MS:1002481	28% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
2020MK006_EVBO_15_01_100x4_NORMAL_1ug	Homo sapiens	not available	not available	not available	HeLa	cell	single cell	not applicable	2020MK006_EVBO_15_01_100x4_NORMAL_1ug	1	73	2020MK006_EVBO_15_01_100x4_NORMAL_1ug	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	2020MK006_EVBO_15_01_100x4_NORMAL_1ug.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD025766/2020MK006_EVBO_15_01_100x4_NORMAL_1ug.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	not applicable	NT=HCD;AC=MS:1002481	28% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
2020MK003_EVBO_028_03_CHARGE_30K_1ng	Homo sapiens	not available	not available	not available	HeLa	cell	single cell	not applicable	2020MK003_EVBO_028_03_CHARGE_30K_1ng	1	74	2020MK003_EVBO_028_03_CHARGE_30K_1ng	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	2020MK003_EVBO_028_03_CHARGE_30K_1ng.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD025766/2020MK003_EVBO_028_03_CHARGE_30K_1ng.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	not applicable	NT=HCD;AC=MS:1002481	28% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
2020MK003_EVBO_003_03_40X10_RAPID_1ng	Homo sapiens	not available	not available	not available	HeLa	cell	single cell	not applicable	2020MK003_EVBO_003_03_40X10_RAPID_1ng	1	75	2020MK003_EVBO_003_03_40X10_RAPID_1ng	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	2020MK003_EVBO_003_03_40X10_RAPID_1ng.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD025766/2020MK003_EVBO_003_03_40X10_RAPID_1ng.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	not applicable	NT=HCD;AC=MS:1002481	28% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
2020MK002_EVBO_008_03_Dil1_10_DIA_40x10_15K	Homo sapiens	not available	not available	not available	HeLa	cell	single cell	not applicable	2020MK002_EVBO_008_03_Dil1_10_DIA_40x10_15K	1	76	2020MK002_EVBO_008_03_Dil1_10_DIA_40x10_15K	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	2020MK002_EVBO_008_03_Dil1_10_DIA_40x10_15K.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD025766/2020MK002_EVBO_008_03_Dil1_10_DIA_40x10_15K.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	not applicable	NT=HCD;AC=MS:1002481	28% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
2020MK002_EVBO_007_01_Dil1_1000_DIA_40x10_NORMAL	Homo sapiens	not available	not available	not available	HeLa	cell	single cell	not applicable	2020MK002_EVBO_007_01_Dil1_1000_DIA_40x10_NORMAL	1	77	2020MK002_EVBO_007_01_Dil1_1000_DIA_40x10_NORMAL	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	2020MK002_EVBO_007_01_Dil1_1000_DIA_40x10_NORMAL.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD025766/2020MK002_EVBO_007_01_Dil1_1000_DIA_40x10_NORMAL.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	not applicable	NT=HCD;AC=MS:1002481	28% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
2020MK003_EVBO_004_02_40X10_NORMAL_1ng	Homo sapiens	not available	not available	not available	HeLa	cell	single cell	not applicable	2020MK003_EVBO_004_02_40X10_NORMAL_1ng	1	78	2020MK003_EVBO_004_02_40X10_NORMAL_1ng	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	2020MK003_EVBO_004_02_40X10_NORMAL_1ng.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD025766/2020MK003_EVBO_004_02_40X10_NORMAL_1ng.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	not applicable	NT=HCD;AC=MS:1002481	28% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
2020MK003_EVBO_004_03_40X10_NORMAL_1ng	Homo sapiens	not available	not available	not available	HeLa	cell	single cell	not applicable	2020MK003_EVBO_004_03_40X10_NORMAL_1ng	1	79	2020MK003_EVBO_004_03_40X10_NORMAL_1ng	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	2020MK003_EVBO_004_03_40X10_NORMAL_1ng.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD025766/2020MK003_EVBO_004_03_40X10_NORMAL_1ng.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	not applicable	NT=HCD;AC=MS:1002481	28% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
2020MK002_EVBO_007_04_1ug_DIA_40x10_NORMAL	Homo sapiens	not available	not available	not available	HeLa	cell	single cell	not applicable	2020MK002_EVBO_007_04_1ug_DIA_40x10_NORMAL	1	80	2020MK002_EVBO_007_04_1ug_DIA_40x10_NORMAL	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	2020MK002_EVBO_007_04_1ug_DIA_40x10_NORMAL.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD025766/2020MK002_EVBO_007_04_1ug_DIA_40x10_NORMAL.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	not applicable	NT=HCD;AC=MS:1002481	28% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
2020MK003_EVBO_009_01_40X10_TURBO_1ug	Homo sapiens	not available	not available	not available	HeLa	cell	single cell	not applicable	2020MK003_EVBO_009_01_40X10_TURBO_1ug	1	81	2020MK003_EVBO_009_01_40X10_TURBO_1ug	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	2020MK003_EVBO_009_01_40X10_TURBO_1ug.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD025766/2020MK003_EVBO_009_01_40X10_TURBO_1ug.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	not applicable	NT=HCD;AC=MS:1002481	28% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
2020MK002_EVBO_006_02_Dil1_100_DIA_40x10_RAPID	Homo sapiens	not available	not available	not available	HeLa	cell	single cell	not applicable	2020MK002_EVBO_006_02_Dil1_100_DIA_40x10_RAPID	1	82	2020MK002_EVBO_006_02_Dil1_100_DIA_40x10_RAPID	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	2020MK002_EVBO_006_02_Dil1_100_DIA_40x10_RAPID.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD025766/2020MK002_EVBO_006_02_Dil1_100_DIA_40x10_RAPID.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	not applicable	NT=HCD;AC=MS:1002481	28% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
2020MK003_EVBO_023_01_40X10_NORMAL_1ug	Homo sapiens	not available	not available	not available	HeLa	cell	single cell	not applicable	2020MK003_EVBO_023_01_40X10_NORMAL_1ug	1	83	2020MK003_EVBO_023_01_40X10_NORMAL_1ug	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	2020MK003_EVBO_023_01_40X10_NORMAL_1ug.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD025766/2020MK003_EVBO_023_01_40X10_NORMAL_1ug.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	not applicable	NT=HCD;AC=MS:1002481	28% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
2020MK002_EVBO_008_04_1ug_DIA_40x10_15K	Homo sapiens	not available	not available	not available	HeLa	cell	single cell	not applicable	2020MK002_EVBO_008_04_1ug_DIA_40x10_15K	1	84	2020MK002_EVBO_008_04_1ug_DIA_40x10_15K	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	2020MK002_EVBO_008_04_1ug_DIA_40x10_15K.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD025766/2020MK002_EVBO_008_04_1ug_DIA_40x10_15K.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	not applicable	NT=HCD;AC=MS:1002481	28% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
2020MK003_CHARGE_EVBO_040_02_CHARGE_NORMAL_1ng	Homo sapiens	not available	not available	not available	HeLa	cell	single cell	not applicable	2020MK003_CHARGE_EVBO_040_02_CHARGE_NORMAL_1ng	1	85	2020MK003_CHARGE_EVBO_040_02_CHARGE_NORMAL_1ng	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	2020MK003_CHARGE_EVBO_040_02_CHARGE_NORMAL_1ng.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD025766/2020MK003_CHARGE_EVBO_040_02_CHARGE_NORMAL_1ng.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	not applicable	NT=HCD;AC=MS:1002481	28% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
2020MK003_EVBO_015_01_40X10_RAPID_100ng	Homo sapiens	not available	not available	not available	HeLa	cell	single cell	not applicable	2020MK003_EVBO_015_01_40X10_RAPID_100ng	1	86	2020MK003_EVBO_015_01_40X10_RAPID_100ng	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	2020MK003_EVBO_015_01_40X10_RAPID_100ng.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD025766/2020MK003_EVBO_015_01_40X10_RAPID_100ng.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	not applicable	NT=HCD;AC=MS:1002481	28% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
