source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[developmental stage]	characteristics[strain or breed]	characteristics[sex]	characteristics[cell type]	characteristics[material type]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	assay name	technology type	comment[technical replicate]	comment[sample preparation batch]	comment[proteomics data acquisition method]	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[label]	comment[carrier channel]	comment[reference channel]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[facs nozzle size]	comment[facs sorting mode]	comment[microfluidics chip type]	comment[lcm microscope model]	comment[nanopots chip version]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
qExHF01_08057_CD8_Fraction_6	Mus musculus	T cell	not available	not available	not available	not available	T cell	cell	single cell	not applicable	qExHF01_08057_CD8_Fraction_6	1	48	qExHF01_08057_CD8_Fraction_6	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	qExHF01_08057_CD8_Fraction_6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PXD059683/qExHF01_08057_CD8_Fraction_6.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=CID;AC=MS:1000133	100% NCE	10 ppm	10 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
qExHF01_07928_BMDC_Fraction_10	Mus musculus	T cell	not available	not available	not available	not available	T cell	cell	single cell	not applicable	qExHF01_07928_BMDC_Fraction_10	1	49	qExHF01_07928_BMDC_Fraction_10	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	qExHF01_07928_BMDC_Fraction_10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PXD059683/qExHF01_07928_BMDC_Fraction_10.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=CID;AC=MS:1000133	100% NCE	10 ppm	10 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
qExHF01_08063_CD8_Fraction_12	Mus musculus	T cell	not available	not available	not available	not available	T cell	cell	single cell	not applicable	qExHF01_08063_CD8_Fraction_12	1	50	qExHF01_08063_CD8_Fraction_12	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	qExHF01_08063_CD8_Fraction_12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PXD059683/qExHF01_08063_CD8_Fraction_12.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=CID;AC=MS:1000133	100% NCE	10 ppm	10 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
qExHF01_07930_BMDC_Fraction_12	Mus musculus	T cell	not available	not available	not available	not available	T cell	cell	single cell	not applicable	qExHF01_07930_BMDC_Fraction_12	1	51	qExHF01_07930_BMDC_Fraction_12	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	qExHF01_07930_BMDC_Fraction_12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PXD059683/qExHF01_07930_BMDC_Fraction_12.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=CID;AC=MS:1000133	100% NCE	10 ppm	10 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
qExHF01_08188_BCells_Fraction_6	Mus musculus	T cell	not available	not available	not available	not available	T cell	cell	single cell	not applicable	qExHF01_08188_BCells_Fraction_6	1	52	qExHF01_08188_BCells_Fraction_6	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	qExHF01_08188_BCells_Fraction_6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PXD059683/qExHF01_08188_BCells_Fraction_6.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=CID;AC=MS:1000133	100% NCE	10 ppm	10 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
qExHF01_07922_BMDC_Fraction_4	Mus musculus	T cell	not available	not available	not available	not available	T cell	cell	single cell	not applicable	qExHF01_07922_BMDC_Fraction_4	1	53	qExHF01_07922_BMDC_Fraction_4	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	qExHF01_07922_BMDC_Fraction_4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PXD059683/qExHF01_07922_BMDC_Fraction_4.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=CID;AC=MS:1000133	100% NCE	10 ppm	10 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
qExHF01_08071_CD4_Fraction_7	Mus musculus	T cell	not available	not available	not available	not available	T cell	cell	single cell	not applicable	qExHF01_08071_CD4_Fraction_7	1	54	qExHF01_08071_CD4_Fraction_7	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	qExHF01_08071_CD4_Fraction_7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PXD059683/qExHF01_08071_CD4_Fraction_7.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=CID;AC=MS:1000133	100% NCE	10 ppm	10 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
qExHF01_07921_BMDC_Fraction_3	Mus musculus	T cell	not available	not available	not available	not available	T cell	cell	single cell	not applicable	qExHF01_07921_BMDC_Fraction_3	1	55	qExHF01_07921_BMDC_Fraction_3	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	qExHF01_07921_BMDC_Fraction_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PXD059683/qExHF01_07921_BMDC_Fraction_3.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=CID;AC=MS:1000133	100% NCE	10 ppm	10 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
qExHF01_07935_BMDM_Fraction_4	Mus musculus	T cell	not available	not available	not available	not available	T cell	cell	single cell	not applicable	qExHF01_07935_BMDM_Fraction_4	1	56	qExHF01_07935_BMDM_Fraction_4	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	qExHF01_07935_BMDM_Fraction_4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PXD059683/qExHF01_07935_BMDM_Fraction_4.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=CID;AC=MS:1000133	100% NCE	10 ppm	10 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
qExHF01_08074_CD4_Fraction_10	Mus musculus	T cell	not available	not available	not available	not available	T cell	cell	single cell	not applicable	qExHF01_08074_CD4_Fraction_10	1	57	qExHF01_08074_CD4_Fraction_10	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	qExHF01_08074_CD4_Fraction_10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PXD059683/qExHF01_08074_CD4_Fraction_10.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=CID;AC=MS:1000133	100% NCE	10 ppm	10 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
qExHF01_08070_CD4_Fraction_6	Mus musculus	T cell	not available	not available	not available	not available	T cell	cell	single cell	not applicable	qExHF01_08070_CD4_Fraction_6	1	58	qExHF01_08070_CD4_Fraction_6	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	qExHF01_08070_CD4_Fraction_6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PXD059683/qExHF01_08070_CD4_Fraction_6.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=CID;AC=MS:1000133	100% NCE	10 ppm	10 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
qExHF01_08066_CD4_Fraction_2	Mus musculus	T cell	not available	not available	not available	not available	T cell	cell	single cell	not applicable	qExHF01_08066_CD4_Fraction_2	1	59	qExHF01_08066_CD4_Fraction_2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	qExHF01_08066_CD4_Fraction_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PXD059683/qExHF01_08066_CD4_Fraction_2.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=CID;AC=MS:1000133	100% NCE	10 ppm	10 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
qExHF01_08061_CD8_Fraction_10	Mus musculus	T cell	not available	not available	not available	not available	T cell	cell	single cell	not applicable	qExHF01_08061_CD8_Fraction_10	1	60	qExHF01_08061_CD8_Fraction_10	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	qExHF01_08061_CD8_Fraction_10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PXD059683/qExHF01_08061_CD8_Fraction_10.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=CID;AC=MS:1000133	100% NCE	10 ppm	10 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
